SPEAKER_06 | 0:0:33.224 --> 0:0:37.38 |  Дякую.
SPEAKER_06 | 1:30:49.171 --> 1:30:51.382 |  Добре, добре, добре, добре, добре!
SPEAKER_25 | 1:30:54.31 --> 1:30:59.397 |  Давай-давай-давай-давай, ну! Що ще? Поливи!
SPEAKER_23 | 1:30:57.963 --> 1:30:58.553 |  Дякую.
SPEAKER_30 | 1:30:58.553 --> 1:30:58.807 |  Дякую.
SPEAKER_23 | 1:30:58.807 --> 1:31:3.295 |  Ні, не знімай! Давай, ну, ламай, ламай!
SPEAKER_25 | 1:31:1.439 --> 1:31:1.962 |  Дякуємо!
SPEAKER_07 | 1:31:2.873 --> 1:31:3.211 |  Так!
SPEAKER_23 | 1:31:4.628 --> 1:31:5.152 |  Давай!
SPEAKER_19 | 1:31:19.259 --> 1:31:20.491 |  Чого ви від мене хочете?
SPEAKER_30 | 1:31:20.778 --> 1:31:33.586 |  Вітя, скажи, вона хоч раз з тобою по-русски розмовляла? Та ні разу. А вона ж селючка чаморочна. Та ні, вона не селючка, вона фашик. Вона навіть День Побіди за святок не вважає. Ти пам'ятаєш? Ти скорбиш?
SPEAKER_33 | 1:31:42.327 --> 1:31:48.824 |  щоб ні на сто, ні на тисячу, ні на метрів, ні на кілометрів, ні до Маріни, ні до батька не підходила. Зрозуміла? А то вб'ю.
SPEAKER_35 | 1:31:52.925 --> 1:31:54.38 |  Коротше, пацани, валюймо!
SPEAKER_11 | 1:32:4.147 --> 1:32:14.35 |  Дякую за перегляд!
SPEAKER_28 | 1:32:17.883 --> 1:32:23.975 |  У ньому так палець, у ньому так палець.
SPEAKER_20 | 1:32:23.975 --> 1:32:25.38 |  Дякую.
SPEAKER_18 | 1:33:30.935 --> 1:33:40.64 |  Якщо хочеш, можеш нічого наказати. Ну, куди ж ти така, підець?
SPEAKER_06 | 1:33:53.682 --> 1:33:58.458 |  Субтитрувальниця Оля Шор
SPEAKER_05 | 1:34:7.958 --> 1:34:9.494 |  Слухай, не йди за мною!
SPEAKER_28 | 1:34:25.694 --> 1:34:41.590 |  Мальце, ти? Я. Купиш ліки для діда? Будь ласка. Тільки не в ларьковій супермаркеті, а в державній.
SPEAKER_21 | 1:34:45.117 --> 1:34:46.28 |  Дякую за перегляд!
SPEAKER_28 | 1:34:52.694 --> 1:34:54.922 |  Приїдеш, я тобі якраз макарони підігмію.
SPEAKER_07 | 1:35:3.950 --> 1:35:4.523 |  Угу.
SPEAKER_31 | 1:36:3.873 --> 1:36:8.800 |  Ти чо? Ти чо, сука?
SPEAKER_34 | 1:39:51.972 --> 1:39:56.39 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_07 | 1:40:3.127 --> 1:40:10.535 |  Дякую за перегляд!
SPEAKER_06 | 1:40:45.719 --> 1:41:41.153 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_00 | 1:41:41.845 --> 1:41:43.263 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:41:44.56 --> 1:42:20.776 |  Субтитрувальниця Оля Шор Та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та-та
SPEAKER_00 | 1:42:21.637 --> 1:42:23.71 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:42:26.75 --> 1:43:6.642 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
