SPEAKER_22 | 0:1:24.557 --> 0:1:25.350 |  Це Вовчик.
SPEAKER_11 | 1:1:9.10 --> 1:1:11.119 |  Олешко діло каже, хоч і Жевшик.
SPEAKER_06 | 1:1:11.457 --> 1:1:11.474 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:1:11.474 --> 1:1:11.811 |  Джіло?
SPEAKER_11 | 1:1:12.317 --> 1:1:16.806 |  У Половецький табір так просто не пробратися, а от на Дельтаплані...
SPEAKER_12 | 1:1:17.144 --> 1:1:17.160 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:1:17.160 --> 1:1:30.542 |  Ну, а пику? Намастемо ми тобі пику. Треба якомога швидше доробити дельтаплан. Так, а мені що робити? Не заважати. О, то це я вмію.
SPEAKER_01 | 1:1:30.542 --> 1:1:30.559 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:1:51.450 --> 1:2:13.152 |  Оце так дельтаплан. Круто. Залишилось пофарбувати у чорний, щоб поночі не було видно. Завтра ми з Оленкою багнюки з болота принесемо. А ви з Олешком занесіть літуна на твердиню. Там і пофарбуємо. А на сьогодні все.
SPEAKER_24 | 1:2:38.279 --> 1:2:40.135 |  Ідея убиття насила.
SPEAKER_13 | 1:2:41.333 --> 1:2:41.924 |  Ханке.
SPEAKER_24 | 1:2:42.312 --> 1:2:50.530 |  О, великий Хане, в камін треба вдихнути силу. І зробити це може тільки той, хто його знайшов.
SPEAKER_13 | 1:2:48.505 --> 1:2:49.973 |  той, хто його знайшов.
SPEAKER_17 | 1:2:49.973 --> 1:2:50.7 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:2:50.7 --> 1:2:50.294 |  Дякую за перегляд!
SPEAKER_11 | 1:2:58.444 --> 1:3:5.414 |  Олешко весь в агнюці, прямо у табір залетить і камінь викраде.
SPEAKER_04 | 1:3:6.780 --> 1:3:10.898 |  То це Вітя тоді додому повернеться?
SPEAKER_11 | 1:3:11.235 --> 1:3:12.147 |  Повернеться.
SPEAKER_04 | 1:3:13.75 --> 1:3:15.674 |  Може, я йому ягіду дорогу назбираю?
SPEAKER_11 | 1:3:16.433 --> 1:3:53.35 |  Насбирай, насбирай. Ну що, джавшики, втомили вас?
SPEAKER_10 | 1:3:59.751 --> 1:4:0.38 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:4:10.973 --> 1:4:12.120 |  Стріііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііііі
SPEAKER_06 | 1:4:32.809 --> 1:4:33.197 |  Діду.
SPEAKER_09 | 1:4:33.704 --> 1:4:36.302 |  Її забрали. Кого забрали, дідо?
SPEAKER_06 | 1:4:36.960 --> 1:4:39.205 |  Оленку?
SPEAKER_09 | 1:4:39.205 --> 1:4:39.492 |  Дякую.
SPEAKER_06 | 1:4:39.492 --> 1:4:39.525 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:4:42.23 --> 1:4:50.545 |  Зараз ми… Хлопці, а ну, давайте! Діду, ми вас зараз до Миланки, вона виходить. Не треба. Не руштеся.
SPEAKER_11 | 1:4:50.545 --> 1:4:50.579 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:4:51.625 --> 1:4:51.659 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:4:51.659 --> 1:5:33.340 |  Це... це мій час. Врятуйте Оленку. Я не зміг, не впорався. Врятуйте її, щоб мені там спокійніше спалося. Бітю, шкода не побачу, як наші хлопці шоліками полетять. А ти мусиш страх подолати. Не гоже його за собою все життя тягти. Діду.
SPEAKER_09 | 1:5:34.656 --> 1:5:42.857 |  Дідо, пробачте мені, це ж я, ваше яблуко.
SPEAKER_10 | 1:5:42.857 --> 1:6:3.411 |  Сучій ти, сину, коли ви, джевжики, повиростаєте, прощаю, Джіду.
SPEAKER_24 | 1:6:40.975 --> 1:6:42.122 |  Ми піймали його.
SPEAKER_13 | 1:6:48.450 --> 1:6:49.328 |  Хто ти є?
SPEAKER_04 | 1:6:51.235 --> 1:6:53.597 |  Я Оленко.
SPEAKER_24 | 1:6:56.753 --> 1:6:57.529 |  Володарю.
SPEAKER_15 | 1:6:57.782 --> 1:6:57.799 |  Субтитрувальниця Оля Шор
SPEAKER_24 | 1:6:57.799 --> 1:6:59.65 |  На ній був знак.
SPEAKER_15 | 1:6:58.52 --> 1:7:22.724 |  На ній був знак. Не треба!
SPEAKER_24 | 1:7:24.141 --> 1:7:25.407 |  Заберіть його.
SPEAKER_04 | 1:7:36.966 --> 1:7:38.164 |  Не треба, не треба.
SPEAKER_13 | 1:8:28.148 --> 1:8:29.228 |  В чому?
SPEAKER_09 | 1:9:32.594 --> 1:9:48.439 |  Параметно. Добре.
SPEAKER_15 | 1:9:49.705 --> 1:9:50.329 |  Дідько!
SPEAKER_07 | 1:9:52.793 --> 1:9:53.654 |  Чучаги!
SPEAKER_23 | 1:9:53.654 --> 1:9:53.755 |  Дякую!
SPEAKER_07 | 1:9:53.755 --> 1:9:53.839 |  Дякую за перегляд!
SPEAKER_15 | 1:9:54.480 --> 1:9:55.814 |  Я їджу!
SPEAKER_23 | 1:9:56.860 --> 1:9:58.919 |  Добре, гарно.
SPEAKER_15 | 1:9:59.644 --> 1:10:2.496 |  Ходіть! Ходіть! Сидіть!
SPEAKER_23 | 1:10:0.302 --> 1:10:0.488 |  Дякую!
SPEAKER_15 | 1:10:6.749 --> 1:10:15.490 |  Цього не може бути! Ні! Ні! Ні! Ні!
SPEAKER_24 | 1:10:21.210 --> 1:10:24.889 |  Людина-дракон вчинив правильно
SPEAKER_17 | 1:10:30.897 --> 1:10:44.835 |  Тримай. О, маленький шайтан. Зроби так, щоб камінь налився силою. Зроби! Зроби!
SPEAKER_06 | 1:10:44.835 --> 1:10:54.302 |  Добре, добре. Але мені потрібен мій рюкзак. Торбина. Мені потрібна моя торбина.
SPEAKER_24 | 1:11:6.824 --> 1:11:7.684 |  Віддай
SPEAKER_06 | 1:11:18.957 --> 1:11:20.796 |  Я зараз буду чаклувати.
SPEAKER_24 | 1:11:30.837 --> 1:11:35.730 |  Що він задумав? Це якесь чаклунство.
SPEAKER_26 | 1:11:54.192 --> 1:11:59.305 |  Лам-дам із...
SPEAKER_19 | 1:11:59.305 --> 1:11:59.760 |  Дякую!
SPEAKER_26 | 1:11:59.760 --> 1:11:59.777 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:12:0.756 --> 1:12:4.334 |  Капітал Великої Британії.
SPEAKER_15 | 1:12:9.59 --> 1:12:9.75 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:12:9.75 --> 1:12:9.970 |  Хто це?
SPEAKER_06 | 1:12:9.970 --> 1:12:12.299 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:12:12.299 --> 1:12:15.606 |  Не хвилюйся, будь щасливим.
SPEAKER_16 | 1:13:14.517 --> 1:13:18.938 |  Або ти зробиш призначене, або вона помере.
SPEAKER_13 | 1:13:21.756 --> 1:13:25.283 |  Дозволяю тобі спробувати останнє.
SPEAKER_06 | 1:13:30.75 --> 1:13:30.666 |  Я зроблю.
SPEAKER_15 | 1:13:31.88 --> 1:13:31.139 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:13:31.139 --> 1:13:36.977 |  Але пообіцяй, що не вбудешся.
SPEAKER_13 | 1:13:36.977 --> 1:13:46.967 |  Якщо ти оживити камінь, то і ти, і вона будеш житим. Слово хана згоден?
SPEAKER_06 | 1:14:5.918 --> 1:14:9.495 |  Як? Як тебе вживити?
SPEAKER_24 | 1:14:11.284 --> 1:14:12.229 |  Швидше!
SPEAKER_06 | 1:14:13.124 --> 1:14:15.874 |  Волх, що він казав?
SPEAKER_16 | 1:14:23.215 --> 1:14:24.430 |  Дякую за перегляд!
SPEAKER_06 | 1:14:25.999 --> 1:14:55.210 |  Серцем до серця. Стій! Серцем до серця.
SPEAKER_04 | 1:14:55.598 --> 1:14:58.28 |  Серцем до серця.
SPEAKER_24 | 1:15:12.861 --> 1:15:30.192 |  Сила в камені. Нарешті. Залишилось віддячити.
SPEAKER_06 | 1:15:30.192 --> 1:15:30.614 |  Дякую за перегляд!
SPEAKER_24 | 1:15:30.614 --> 1:15:31.694 |  нашим гостям.
SPEAKER_06 | 1:15:32.183 --> 1:15:35.339 |  Ти дав ханське слово, що не вб'єш нас.
SPEAKER_13 | 1:15:37.313 --> 1:15:38.393 |  Я вас набиват.
SPEAKER_24 | 1:15:40.64 --> 1:15:40.97 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:15:40.97 --> 1:15:40.131 |  Субтитрувальниця Оля Шор
SPEAKER_24 | 1:15:40.131 --> 1:15:40.199 |  Дякую!
SPEAKER_16 | 1:15:40.199 --> 1:15:40.958 |  Дякую.
SPEAKER_24 | 1:15:40.958 --> 1:15:42.274 |  Поклиште тугаркана.
SPEAKER_13 | 1:15:47.894 --> 1:15:47.927 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:15:47.944 --> 1:15:48.62 |  Дякую за перегляд!
SPEAKER_15 | 1:15:48.62 --> 1:15:48.737 |  Чого?
SPEAKER_13 | 1:15:54.998 --> 1:15:55.808 |  Шерумарек!
SPEAKER_24 | 1:15:55.808 --> 1:16:0.617 |  Вітаю, брате. Можеш мені допомогти? Тугаркан допомогти.
SPEAKER_13 | 1:16:2.997 --> 1:16:3.300 |  Амна.
SPEAKER_24 | 1:16:3.300 --> 1:16:4.380 |  Я дав слово.
SPEAKER_13 | 1:16:5.612 --> 1:16:7.266 |  Шанарас Халавідерс, хотре.
SPEAKER_24 | 1:16:7.350 --> 1:16:8.785 |  Не вбивати цих двох.
SPEAKER_13 | 1:16:10.169 --> 1:16:11.502 |  Аль-Ханум чи Рейзан?
SPEAKER_24 | 1:16:10.928 --> 1:16:12.430 |  А слово Хана – закон.
SPEAKER_13 | 1:16:12.885 --> 1:16:13.189 |  Шіра!
SPEAKER_24 | 1:16:13.830 --> 1:16:52.52 |  Тож зроби це за мене. Убий їх. Тугаркан не вбивати. Тугаркан. Ти ж не хочеш засмутити свого брата. Тож зроби мені, брате, такий подарунок. Подарунок. Так. Подарунок. Не підведи мене, подарунок.
SPEAKER_26 | 1:17:3.308 --> 1:17:9.720 |  Дякую за перегляд!
SPEAKER_24 | 1:17:27.473 --> 1:18:6.83 |  Тепер увесь світ буде біля моїх ніг. Вітю! Субтитрувальниця Оля Шор
SPEAKER_15 | 1:18:16.292 --> 1:18:20.764 |  Батько мій.
SPEAKER_07 | 1:18:20.764 --> 1:18:20.781 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:18:20.781 --> 1:18:20.933 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:18:20.933 --> 1:18:28.105 |  Дякую за перегляд!
SPEAKER_06 | 1:18:30.79 --> 1:18:32.509 |  Це тобі. Подарунок.
SPEAKER_13 | 1:18:41.250 --> 1:18:43.799 |  Не можна, не можна, не можна.
SPEAKER_24 | 1:18:43.799 --> 1:18:43.815 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:18:47.477 --> 1:18:48.439 |  Енд меєсар кем.
SPEAKER_24 | 1:18:48.439 --> 1:18:49.469 |  Як ти посмів.
SPEAKER_13 | 1:18:49.789 --> 1:18:50.9 |  Редактор субтитров О.Голубкина Коректор А.Егорова
SPEAKER_24 | 1:18:50.59 --> 1:18:50.498 |  Брат.
SPEAKER_13 | 1:18:51.460 --> 1:18:52.34 |  Подаруй.
SPEAKER_24 | 1:18:52.34 --> 1:18:52.304 |  Дякую.
SPEAKER_13 | 1:18:52.590 --> 1:18:52.624 |  Субтитрувальниця Оля Шор
SPEAKER_24 | 1:18:52.624 --> 1:18:57.12 |  Дивись, подарунок. Ти зрадив мене.
SPEAKER_06 | 1:19:21.902 --> 1:19:27.201 |  Здається, втекли. Можемо перепочити.
SPEAKER_15 | 1:19:28.214 --> 1:19:28.433 |  Дякую.
SPEAKER_06 | 1:19:30.677 --> 1:19:37.883 |  Давай. Ти як?
SPEAKER_04 | 1:19:40.397 --> 1:19:41.849 |  Дякую, що прийшов по мене.
SPEAKER_19 | 1:19:50.708 --> 1:19:51.653 |  Я не міг не прийти.
SPEAKER_04 | 1:20:15.413 --> 1:20:16.37 |  Олешко?
SPEAKER_09 | 1:20:19.193 --> 1:20:24.19 |  А ми їдемо вас врятувати. Хотів, щоб ось так от... Хоп!
SPEAKER_01 | 1:20:24.19 --> 1:20:24.239 |  Дякую за перегляд!
SPEAKER_09 | 1:20:24.239 --> 1:20:25.32 |  Ха-ха-ха!
SPEAKER_01 | 1:20:25.32 --> 1:20:35.477 |  Я не знаю, що це було, але Гуркіт зчинився страшний. Це було щось велике.
SPEAKER_09 | 1:20:36.304 --> 1:20:45.214 |  Значить, доведеться битись не з гірки, з полоцями. Будемо готувати важку зброю. У нас мало часу до роботи.
SPEAKER_13 | 1:21:3.929 --> 1:21:5.160 |  Матір Божа.
SPEAKER_24 | 1:21:49.947 --> 1:21:51.685 |  Час настав.
SPEAKER_06 | 1:22:12.863 --> 1:22:20.52 |  Що це за підвори? Це голем. Величезний кам'яний воїн.
SPEAKER_24 | 1:22:28.101 --> 1:22:29.316 |  Вперед!
SPEAKER_09 | 1:22:47.18 --> 1:22:52.199 |  Куди ж це бити? Спокійно. Нам є чим його зустріти.
SPEAKER_12 | 1:23:13.950 --> 1:23:51.632 |  Запальний чувак! Що? Дістав, хмарочос?
SPEAKER_09 | 1:24:6.837 --> 1:24:39.220 |  Укриття? Чим укриття? Дякую.
SPEAKER_12 | 1:24:39.220 --> 1:24:39.675 |  Міст.
SPEAKER_09 | 1:24:39.675 --> 1:24:39.726 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:24:39.726 --> 1:24:39.777 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:24:40.654 --> 1:24:40.671 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:24:40.671 --> 1:24:41.110 |  Милава ти.
SPEAKER_06 | 1:24:41.110 --> 1:24:41.127 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:24:43.658 --> 1:24:53.817 |  Треба виводити людей. Не треба нікого виводити. Я все зроблю. Олешко, ти що надумав? Олешко!
SPEAKER_06 | 1:25:10.202 --> 1:25:10.253 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:10.253 --> 1:25:21.509 |  Налі я сам Орлику, а ти, якщо мені не вдасться, передай Русанці, що кохаю я її. Не перекажеш якусь конячу своєю мовою.
SPEAKER_06 | 1:25:21.509 --> 1:25:21.525 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:21.930 --> 1:25:22.977 |  А тепер давай дісти.
SPEAKER_06 | 1:25:22.977 --> 1:25:23.196 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:25:31.296 --> 1:25:37.962 |  Бухатир! Ремір!
SPEAKER_12 | 1:25:37.962 --> 1:25:38.957 |  Чотири!
SPEAKER_13 | 1:25:38.957 --> 1:25:38.974 |  Дякую!
SPEAKER_15 | 1:25:38.974 --> 1:25:39.25 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:39.25 --> 1:25:39.194 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:25:39.194 --> 1:25:39.379 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:39.379 --> 1:25:39.413 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:25:39.413 --> 1:25:39.497 |  Дякую!
SPEAKER_12 | 1:25:39.497 --> 1:25:39.683 |  Дякую!
SPEAKER_15 | 1:25:39.683 --> 1:25:39.869 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:39.869 --> 1:25:39.885 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:25:39.885 --> 1:25:39.902 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:25:39.902 --> 1:25:44.408 |  А ти хлопчик чи дівчинка?
SPEAKER_15 | 1:26:3.595 --> 1:26:4.759 |  А якщо так...
SPEAKER_12 | 1:26:12.336 --> 1:26:14.564 |  Вак! Ти не стараєшся!
SPEAKER_11 | 1:26:16.49 --> 1:26:16.65 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:26:16.65 --> 1:26:21.938 |  Може, його треба рятувати? Ні, завжди. Здається, я розумію, що він намагається зробити.
SPEAKER_12 | 1:26:26.697 --> 1:26:27.827 |  Дякую за перегляд!
SPEAKER_15 | 1:27:17.946 --> 1:27:40.964 |  Дякую за перегляд!
SPEAKER_16 | 1:27:40.964 --> 1:27:41.149 |  Дякую!
SPEAKER_09 | 1:27:43.124 --> 1:27:44.170 |  Гола, мокі мені.
SPEAKER_28 | 1:27:52.337 --> 1:27:52.860 |  Тоню!
SPEAKER_14 | 1:28:12.419 --> 1:28:23.607 |  Олешко, я прийшла, адже ж ти кликав до озера, і я прийшла.
SPEAKER_09 | 1:28:37.461 --> 1:28:45.527 |  Він загинув, як справжній богатир. Він загинув?
SPEAKER_15 | 1:28:53.678 --> 1:28:55.855 |  Живій! Живій, сонамогу!
SPEAKER_12 | 1:28:55.855 --> 1:28:57.559 |  Крутий! Щой, казахи!
SPEAKER_15 | 1:28:56.108 --> 1:28:57.222 |  Ти з чоловіками!
SPEAKER_12 | 1:28:59.230 --> 1:29:10.13 |  Казкові богатирі не гинать, а кам'яні дурбелики ще й як. Квіточка.
SPEAKER_14 | 1:29:10.13 --> 1:29:10.30 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 1:29:25.859 --> 1:29:25.875 |  Субтитрувальниця Оля Шор
SPEAKER_04 | 1:29:25.875 --> 1:29:31.107 |  Вітю! Сонце! Це небесний знак!
SPEAKER_06 | 1:29:31.529 --> 1:29:32.575 |  Так, це ж затемнення.
SPEAKER_04 | 1:29:33.115 --> 1:29:35.950 |  Тобі потрібно повертатись. Мерчій до коня!
SPEAKER_13 | 1:29:39.240 --> 1:29:44.455 |  Шерлай!
SPEAKER_24 | 1:29:44.455 --> 1:29:47.205 |  Це добрий знак. Приготуйтеся.
SPEAKER_13 | 1:29:47.205 --> 1:29:47.661 |  Дякую за перегляд!
SPEAKER_24 | 1:29:47.661 --> 1:29:47.695 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:29:49.703 --> 1:29:51.390 |  Херде!
SPEAKER_19 | 1:29:51.390 --> 1:29:51.795 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:29:56.14 --> 1:30:0.891 |  Оленко, я хотів тобі сказати...
SPEAKER_28 | 1:30:2.646 --> 1:30:10.763 |  Ей, на, тримай. Ну, ось і все.
SPEAKER_06 | 1:30:11.16 --> 1:30:11.742 |  А як же половці?
SPEAKER_28 | 1:30:12.197 --> 1:30:15.910 |  А то вже пів біди, головне велета. Завалили.
SPEAKER_06 | 1:30:17.91 --> 1:30:18.897 |  Прощайте.
SPEAKER_28 | 1:30:18.897 --> 1:30:20.280 |  НО! ХЕЙ! ХЕЙ! ХЕЙ!
SPEAKER_06 | 1:30:20.280 --> 1:30:20.331 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 1:30:25.394 --> 1:30:28.887 |  Не журися, дитину. Так треба.
SPEAKER_06 | 1:30:33.882 --> 1:30:34.455 |  Прощай, Вайтер.
SPEAKER_09 | 1:30:48.985 --> 1:30:51.938 |  Пам'ятали, що брави нема. До застави!
SPEAKER_15 | 1:31:39.222 --> 1:31:45.162 |  Нарешті! Нарешті!
SPEAKER_09 | 1:32:7.82 --> 1:32:7.859 |  Ще один!
SPEAKER_15 | 1:32:19.722 --> 1:32:20.447 |  Братя!
SPEAKER_16 | 1:32:20.447 --> 1:32:20.565 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:32:21.207 --> 1:32:22.169 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:32:22.169 --> 1:32:22.219 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:32:22.219 --> 1:32:22.405 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:32:22.405 --> 1:32:22.472 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:32:22.472 --> 1:32:39.381 |  Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу! Слава Богу!
SPEAKER_09 | 1:32:40.950 --> 1:32:48.38 |  Бо ми на своїй землі вистоїмо!
SPEAKER_28 | 1:33:12.254 --> 1:33:14.42 |  О, гарно вилетів!
SPEAKER_12 | 1:33:19.847 --> 1:33:19.898 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:33:19.898 --> 1:33:20.33 |  Дякую!
SPEAKER_12 | 1:33:20.33 --> 1:33:20.522 |  Грає музика
SPEAKER_15 | 1:33:20.522 --> 1:33:20.556 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 1:33:20.691 --> 1:33:25.990 |  Назад! Назад! Назад!
SPEAKER_12 | 1:33:25.990 --> 1:33:28.32 |  Що, порвала їм сідла?
SPEAKER_24 | 1:33:52.95 --> 1:33:54.407 |  Хо встав? Хо встав?
SPEAKER_09 | 1:34:7.199 --> 1:34:30.182 |  Олешко, вийди дітей та жінок до дідувого підпілля. Там їх Кеменюка навряд чи дістане. А що, друже, добре ми служили Римову? Добре, друже. Бог усе бачив. Послужимо востаннє.
SPEAKER_12 | 1:34:30.182 --> 1:34:40.20 |  Все у дідуві піпілята, давайте, дівчатка, давайте, хороші, всім туди, всім місця.
SPEAKER_04 | 1:34:40.20 --> 1:34:41.354 |  Вітько?
SPEAKER_06 | 1:34:42.552 --> 1:35:34.257 |  Стій! У мене є ідея! Олешко, допоможи! Я тут не сам. Я тут не сам. Зі мною весь Римів. Я тут не сам. Я тут не сам.
SPEAKER_04 | 1:35:47.234 --> 1:35:47.284 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:35:47.284 --> 1:35:48.719 |  Давай, лишенько, дивіться!
SPEAKER_04 | 1:35:52.650 --> 1:35:53.494 |  Не може бути.
SPEAKER_15 | 1:35:58.185 --> 1:36:4.7 |  Я лечу! Круто!
SPEAKER_21 | 1:36:4.7 --> 1:36:8.344 |  Ха-ха!
SPEAKER_25 | 1:36:31.969 --> 1:37:1.517 |  Дай же їй, Боже, ніч, Як волазність цими грильми. А в цьому дивоньку час Не впаде ні чорним зощем, В них лече мій до плеча Старе тіші, горе,
SPEAKER_15 | 1:37:1.517 --> 1:37:1.838 |  Дякую!
SPEAKER_25 | 1:37:1.838 --> 1:37:1.872 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:37:1.872 --> 1:37:3.36 |  Субтитрувальниця Оля Шор
SPEAKER_17 | 1:37:10.360 --> 1:37:13.971 |  Вся шумари! Шармацька!
SPEAKER_13 | 1:37:24.957 --> 1:37:25.615 |  Асябет!
SPEAKER_15 | 1:37:56.530 --> 1:37:56.580 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:37:56.580 --> 1:37:56.665 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:37:56.665 --> 1:37:56.682 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:38:0.175 --> 1:38:1.52 |  Круто я його!
SPEAKER_05 | 1:38:27.749 --> 1:38:28.103 |  Хе!
SPEAKER_24 | 1:38:33.419 --> 1:38:44.978 |  Віддай мені камінь. Віддай, і я відпущу тебе. Давай.
SPEAKER_25 | 1:38:46.733 --> 1:38:49.686 |  Так.
SPEAKER_06 | 1:38:49.686 --> 1:38:50.209 |  ЙЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІІ
SPEAKER_25 | 1:38:50.547 --> 1:38:50.665 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:38:53.196 --> 1:38:53.635 |  Ловий!
SPEAKER_01 | 1:38:53.635 --> 1:38:53.652 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:39:24.229 --> 1:39:27.64 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:39:30.135 --> 1:39:33.72 |  Ти, Хердак!
SPEAKER_06 | 1:39:42.944 --> 1:39:49.896 |  На силу заліз, два рази ледь не впав.
SPEAKER_01 | 1:39:54.317 --> 1:39:54.351 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:39:54.351 --> 1:39:55.364 |  О-о-о!
SPEAKER_01 | 1:39:56.579 --> 1:39:56.595 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:39:56.595 --> 1:40:2.468 |  Андатчик, слухай, там голем твій розсипався, йди збирай.
SPEAKER_24 | 1:40:3.649 --> 1:40:4.780 |  Я вб'ю ЗГБ.
SPEAKER_12 | 1:40:6.990 --> 1:40:9.387 |  Згоден. Кумедна була Каменюка.
SPEAKER_15 | 1:40:45.432 --> 1:40:51.794 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:40:51.794 --> 1:40:52.114 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:40:52.114 --> 1:40:52.199 |  Дякую!
SPEAKER_06 | 1:40:52.199 --> 1:40:56.80 |  Як казала, працюй головою!
SPEAKER_12 | 1:40:56.80 --> 1:40:56.97 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:40:56.603 --> 1:40:57.25 |  Доброго...
SPEAKER_12 | 1:40:57.25 --> 1:41:3.859 |  Брадо! Капець тобі, хмарочос!
SPEAKER_06 | 1:41:11.31 --> 1:41:16.26 |  Олешко, мені негайно потрібно до похмурої скелі. Без проблем.
SPEAKER_12 | 1:41:16.26 --> 1:41:16.60 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:41:16.60 --> 1:41:16.127 |  Дякую за перегляд!
SPEAKER_12 | 1:41:16.127 --> 1:41:16.178 |  Дякую!
SPEAKER_06 | 1:41:16.178 --> 1:41:16.499 |  Увага на екран!
SPEAKER_12 | 1:41:16.499 --> 1:41:16.853 |  Субтитрувальниця Оля Шор
