SPEAKER_49 | 0:0:7.338 --> 0:0:32.954 |  Ой летіли журавлі, сіли собі край ріллі. Сіли собі край ріллі, заспівали трай-ляй-ляй-лі.
SPEAKER_39 | 0:56:25.156 --> 0:56:26.978 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 0:56:26.978 --> 0:56:27.29 |  Субтитрувальниця Оля Шор
SPEAKER_38 | 0:56:27.29 --> 0:56:27.80 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 0:56:27.80 --> 0:56:27.535 |  Субтитрувальниця Оля Шор
SPEAKER_38 | 0:56:27.535 --> 0:56:35.973 |  Вівді убили, а у мене не влучили Явка маленька, сіренька, виркляла Стрип-стрип і тут
SPEAKER_39 | 0:56:35.973 --> 0:56:43.347 |  Сиджу і мушчу гніздо, а каші не дають. Євдюк пив, хто стріляв, а я три дні не їв.
SPEAKER_38 | 0:56:40.529 --> 0:56:40.546 |  Субтитрувальниця Оля Шор
SPEAKER_50 | 0:56:40.546 --> 0:56:41.221 |  Хто стріляв?
SPEAKER_38 | 0:56:41.221 --> 0:56:41.238 |  Субтитрувальниця Оля Шор
SPEAKER_50 | 0:56:45.85 --> 0:56:49.186 |  Хто стріляв? Хаїль! Хаїль!
SPEAKER_39 | 0:56:49.591 --> 0:56:59.868 |  Люди! Один сердився, що гучно стріляють, його теж убили, а ти мені каші не приніс? Каші!
SPEAKER_50 | 0:57:1.32 --> 0:57:19.358 |  Хто стріляв? Ти їх бачив чи ні? Сиди і тікай мене тут. Я піду. Я знайду братів. І ми повернемось. Ми їм усім покажемо. Усім, хто де є.
SPEAKER_07 | 0:57:20.962 --> 0:57:21.586 |  Хе-хе-хе.
SPEAKER_33 | 0:57:26.378 --> 0:57:27.340 |  Що хата горіла?
SPEAKER_01 | 0:57:30.40 --> 0:57:34.192 |  Горіла! Горіла! Горіла!
SPEAKER_33 | 0:57:35.491 --> 0:57:35.508 |  Субтитрувальниця Оля Шор
SPEAKER_30 | 0:57:35.508 --> 0:57:48.923 |  – А де Орест? – В лісі. – А Богдан? – Від війни ховається день і ніч. Бачу, паном став офіцієр, може ще й комуніст.
SPEAKER_33 | 0:58:6.997 --> 0:58:10.692 |  Комуніст? Збирайтесь, батько, нам треба йти.
SPEAKER_30 | 0:58:10.895 --> 0:58:10.962 |  Дякую за перегляд!
SPEAKER_33 | 0:58:10.962 --> 0:58:11.30 |  Увага на екран!
SPEAKER_30 | 0:58:11.30 --> 0:58:29.474 |  Не смішиво мене своя війна з бабою, он же двадцять п'ять років воюємо, он скільки вас навоювали, тільки все щось одне безголов'я, той в лістях м'яти під кулі вже не знаю чи старих вишками провчити чи то нових робити.
SPEAKER_47 | 0:58:30.233 --> 0:58:32.123 |  А що це у вас стікалки різні показують?
SPEAKER_30 | 0:58:32.883 --> 0:58:54.635 |  Так-так, щоб не переплутати, коли влади міняються. Кожного разу обстрілки не перекручувати. А так одні по-армянськи, другі по-польськи, треті по-німецьки, четверті по-московськи, а ці по-нашому. Хто вас надеумив? А діти! Ті кілки, як мої сини, і кожний за своїм часом до вітру бігає.
SPEAKER_33 | 0:59:0.676 --> 0:59:7.4 |  Тату, у нас мало часу. Я прошу повірити мені.
SPEAKER_28 | 0:59:7.4 --> 0:59:7.21 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 0:59:7.527 --> 0:59:7.966 |  Нам треба
SPEAKER_28 | 0:59:7.966 --> 0:59:8.219 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 0:59:8.219 --> 0:59:8.236 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 0:59:10.362 --> 0:59:13.906 |  Не знаю, де ти був, що робив в три роки.
SPEAKER_47 | 0:59:15.155 --> 0:59:15.172 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 0:59:15.172 --> 0:59:51.250 |  Що робив? Воював. А зараз тут недалеко в загоні партизанів. Ви думаєте, що війна опалила вашу хату? Вона опалила вашу душу. Вон ви своїм дітям вже не вірите. Вашої душі війна. Та сама війна, котра там за горою. Але та мене, а ваша залишиться з вами. Думайте, батько, до ранку повернуся
SPEAKER_07 | 0:59:51.250 --> 0:59:57.55 |  Субтитрувальниця Оля Шор
SPEAKER_30 | 0:59:57.55 --> 1:0:12.715 |  М-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-м-
SPEAKER_41 | 1:0:16.23 --> 1:0:29.33 |  ОРЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕДЕДДДдддддддддддддддддддддд
SPEAKER_11 | 1:0:29.33 --> 1:0:29.557 |  Субтитрувальниця Оля Шор
SPEAKER_41 | 1:0:29.557 --> 1:0:29.573 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:0:29.573 --> 1:1:19.979 |  Ти тут, в цих горах Вийди, я хочу б бачити твої очі Тоді слухай мене У тебе в руках зброя І ти мусиш зрозуміти Де наш ворог? Невже ти хочеш повернути ті часи, коли нас продавали як скотину на ярмарках? Яку правду ти ховаєш в лісі від людей? Арест! Вийди, я заклинаю тебе!
SPEAKER_41 | 1:1:28.180 --> 1:1:35.32 |  ДАННЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕЕ
SPEAKER_11 | 1:1:35.32 --> 1:1:36.44 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_41 | 1:1:36.44 --> 1:1:36.61 |  Субтитрувальниця Оля Шор
SPEAKER_11 | 1:1:39.622 --> 1:1:52.362 |  Я любив тебе! Це неправда, що ви мовчите!
SPEAKER_33 | 1:1:56.513 --> 1:2:26.585 |  Я розповім вам, як ви закінчите. Скоро, дуже скоро, жалюгідна зграя бандитів, відкинена людьми, ви будете страшні. Вас обкладуть ваші ж краяни, як дику звірину. Ви помрете в ганьбі. І ти, Орест, накажеш своїм людям зірвати власні обличчя, щоб не можна було впізнати безликих, безіменних, прокритих своїм народом.
SPEAKER_32 | 1:2:41.941 --> 1:3:33.764 |  Стій! Розсідлайте кони і заженіть схованку! Зброю сюди! Розбийте ящики, роздайте автомати! Німці назначили ціну за зброю. Відкрити перевал. Додіть-ка їх! Та й лізуть горами. Нам не по дорозі. Ні з москалями, ні з німцями. Німці прийшли і підуть, а москалів ми самі викоремо. В цих горах будемо ми. Київі прийшла карта. Найрокувать. Закрити привал так, щоб навіть пес не пробіг. Хлопці, за мною!
SPEAKER_18 | 1:3:35.485 --> 1:3:36.194 |  Боубій!
SPEAKER_32 | 1:3:39.923 --> 1:3:41.273 |  Ні, мистер Хвалисе, мадам.
SPEAKER_35 | 1:3:42.860 --> 1:3:43.636 |  Хто стріляв?
SPEAKER_32 | 1:3:43.670 --> 1:3:48.496 |  Це німці, вони розстріляли цигани і божевільних з лікарні.
SPEAKER_35 | 1:3:48.783 --> 1:3:48.800 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:3:48.800 --> 1:3:49.508 |  Ти був там?
SPEAKER_32 | 1:3:51.922 --> 1:3:56.697 |  Я знав, що ти мене коли-небудь про це спитаєш, але це їх справа.
SPEAKER_18 | 1:3:58.975 --> 1:3:59.752 |  Ти бухта.
SPEAKER_55 | 1:4:3.295 --> 1:4:3.312 |  Субтитрувальниця Оля Шор
SPEAKER_32 | 1:4:3.312 --> 1:4:14.888 |  Але вони вважають, що жити повинні вибрані, а цигани, жити, божевільні, це сміття їх, треба знищувати, це їх справа.
SPEAKER_35 | 1:4:15.496 --> 1:4:20.221 |  А ми, ми вибрані, ми не сміття.
SPEAKER_32 | 1:4:20.761 --> 1:4:34.531 |  Я не буду чекати, коли прийдуть мене вбивати. Я газда в цих горах, я тут народився, і я вирішую, кому жити.
SPEAKER_21 | 1:4:37.180 --> 1:4:37.619 |  Данак.
SPEAKER_32 | 1:4:53.718 --> 1:5:22.574 |  Так, тут я вирішую. Не був я там, коли вони стріляли, я потім прийшов. Ти стомилася. Дощі, болото бруд в очі стільки років. Не кожен міг би витримати таке даного, але треба. Треба, зрозумій, я все роблю, щоб потім всім нам було добре. Я забув, що любов, як і кінь, потребує ласки, корму. Я не можу без тебе, люблю. Але не сьогодні, потім.
SPEAKER_21 | 1:5:22.574 --> 1:5:22.675 |  Кінець брифінгу.
SPEAKER_32 | 1:5:22.675 --> 1:5:22.878 |  Субтитрувальниця Оля Шор
SPEAKER_21 | 1:5:22.878 --> 1:5:31.147 |  Усе, не весь вік мені відведено стріляти, уб'ю!
SPEAKER_18 | 1:5:31.147 --> 1:5:32.935 |  Ти вирішуєш, кому жити.
SPEAKER_21 | 1:5:34.960 --> 1:5:48.950 |  Йди, йди! Біжи! А ви знайте, відходиш не одна! З тобою відходить моя шалена юність! Моя сліпа любов! Але не я!
SPEAKER_26 | 1:5:48.950 --> 1:5:49.726 |  Я залишаюсь.
SPEAKER_21 | 1:5:49.726 --> 1:5:49.777 |  Субтитрувальниця Оля Шор
SPEAKER_26 | 1:5:49.777 --> 1:6:4.863 |  Біжи. Льонь, баба, наказ відміниш. Німці таких жарків не люблять. Зраджуй.
SPEAKER_54 | 1:6:8.542 --> 1:6:22.767 |  Небо і земля, небо і земля нині торжествують, ангели люди.
SPEAKER_00 | 1:6:22.227 --> 1:6:22.666 |  Йодин!
SPEAKER_54 | 1:6:24.404 --> 1:6:27.982 |  Ангели люди весело празднують.
SPEAKER_00 | 1:6:28.403 --> 1:6:32.926 |  Орес наказав скоріше повернутися, бо інакше оце і все.
SPEAKER_43 | 1:6:49.936 --> 1:7:33.18 |  Ой, у світі величезнім Страшна битва була. Не одна я, стара мати, Синася позбула. Не одна я, стара мати, синася позвуч, лежать трупи, я в тісно плечу.
SPEAKER_08 | 1:7:32.950 --> 1:8:4.473 |  Мамо! Змія! Синку! Синочку! Ой! Синочку! Живий! Живи! Нічого!
SPEAKER_00 | 1:8:3.865 --> 1:8:4.152 |  Нічого.
SPEAKER_07 | 1:8:4.152 --> 1:8:4.169 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:8:4.169 --> 1:8:4.355 |  Ох!
SPEAKER_08 | 1:8:6.937 --> 1:8:23.86 |  Нічого, нічого, нічого.
SPEAKER_07 | 1:8:25.938 --> 1:8:28.64 |  Ха-ха-ха, селечко.
SPEAKER_43 | 1:8:38.611 --> 1:9:19.718 |  Устань, брате, устань, рідний, із цієї могили. Та й напиши лист дрібненький до своїй роди. Ой, не можу, рідний брате, із могили встати, моє тіло білесеньке.
SPEAKER_10 | 1:9:24.511 --> 1:9:25.118 |  Штала!
SPEAKER_48 | 1:9:25.118 --> 1:9:25.135 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 1:9:25.945 --> 1:9:29.810 |  Ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала, ждала,
SPEAKER_35 | 1:9:31.345 --> 1:9:33.573 |  Чекала. Чекала на тебе.
SPEAKER_10 | 1:9:34.467 --> 1:9:34.703 |  Дякую.
SPEAKER_23 | 1:9:34.703 --> 1:9:34.720 |  Субтитрувальниця Оля Шор
SPEAKER_10 | 1:9:36.205 --> 1:9:36.222 |  Субтитрувальниця Оля Шор
SPEAKER_23 | 1:9:36.222 --> 1:9:36.239 |  Субтитрувальниця Оля Шор
SPEAKER_48 | 1:9:36.239 --> 1:9:42.280 |  Ха-ха-ха, да ні!
SPEAKER_10 | 1:9:43.833 --> 1:9:43.850 |  Субтитрувальниця Оля Шор
SPEAKER_35 | 1:9:43.850 --> 1:9:44.305 |  Дивіться.
SPEAKER_10 | 1:9:46.145 --> 1:9:46.972 |  Свято-маскировка?
SPEAKER_35 | 1:9:47.377 --> 1:9:51.950 |  Йдіть, прошу, у вас зовсім ціла. Що, переночувати не пустиш?
SPEAKER_43 | 1:10:0.320 --> 1:10:36.567 |  Дана! Мати, синася, позвук.
SPEAKER_07 | 1:10:43.47 --> 1:10:43.604 |  Дорога.
SPEAKER_23 | 1:10:51.923 --> 1:10:56.598 |  Причесався, прилізався, в білий штани вбирався.
SPEAKER_28 | 1:10:58.960 --> 1:10:59.500 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_33 | 1:10:59.500 --> 1:10:59.517 |  Субтитрувальниця Оля Шор
SPEAKER_28 | 1:10:59.517 --> 1:10:59.534 |  Субтитрувальниця Оля Шор
SPEAKER_23 | 1:10:59.652 --> 1:11:0.310 |  Ну, так.
SPEAKER_33 | 1:11:0.310 --> 1:11:0.327 |  Субтитрувальниця Оля Шор
SPEAKER_23 | 1:11:0.918 --> 1:11:0.935 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 1:11:0.935 --> 1:11:12.55 |  Чого ти тут сидиш? Не можу до хати зайти. Не знаю, що мамі сказати. А що? Батька вбили.
SPEAKER_03 | 1:11:12.55 --> 1:11:12.89 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 1:11:12.747 --> 1:11:12.950 |  Дякую.
SPEAKER_03 | 1:11:12.950 --> 1:11:15.413 |  Дякую за перегляд!
SPEAKER_33 | 1:11:15.413 --> 1:11:15.970 |  Ви привибачені.
SPEAKER_03 | 1:11:15.970 --> 1:11:16.274 |  Батько!
SPEAKER_33 | 1:11:20.881 --> 1:11:28.340 |  А ти чого тут к жені приїхав, а чого не в неї?
SPEAKER_07 | 1:11:29.369 --> 1:11:29.639 |  Хм?
SPEAKER_33 | 1:11:30.179 --> 1:11:47.324 |  – Чого не в неї, кажу? – Би́ло вже. Слухай, ідемо разом до мами.
SPEAKER_23 | 1:11:49.180 --> 1:11:49.501 |  Угу.
SPEAKER_11 | 1:12:17.362 --> 1:12:17.885 |  Міні!
SPEAKER_10 | 1:12:30.473 --> 1:12:33.106 |  Не їдь сюди! Пали заміноване!
SPEAKER_06 | 1:12:33.106 --> 1:12:33.967 |  Дякую!
SPEAKER_40 | 1:12:33.967 --> 1:12:35.13 |  Дякую!
SPEAKER_24 | 1:13:46.327 --> 1:13:47.373 |  Порядок!
SPEAKER_47 | 1:13:47.373 --> 1:13:53.448 |  ДАВАЙ!
SPEAKER_11 | 1:14:2.3 --> 1:14:6.728 |  Давай! Газу-газу через ці межі!
SPEAKER_15 | 1:14:15.487 --> 1:14:19.418 |  Потлати! Женився б синку чи що.
SPEAKER_23 | 1:14:19.891 --> 1:14:19.908 |  Субтитрувальниця Оля Шор
SPEAKER_33 | 1:14:19.908 --> 1:14:31.838 |  Ну от, з жінкою підстрижать. По-моєму, тебе вже підстригла. Не мався часу, от завтра викликають в район, там і підстрижуть.
SPEAKER_55 | 1:14:58.552 --> 1:14:59.24 |  Сідай.
SPEAKER_32 | 1:15:1.336 --> 1:15:7.850 |  Побачимо, що комуністи жеруть, чим запивають.
SPEAKER_08 | 1:15:38.579 --> 1:15:39.338 |  Кінчач!
SPEAKER_32 | 1:15:44.165 --> 1:15:47.185 |  Порушайся за Газдиною, дякую за хліб сі.
SPEAKER_09 | 1:15:51.944 --> 1:16:1.495 |  Візьміся, Кіро! Падал! Падал! А я му казав! Ти! А я му казав! Вжитись, блядь, скоти!
SPEAKER_55 | 1:16:7.520 --> 1:16:8.77 |  Тоді...
SPEAKER_07 | 1:16:9.5 --> 1:16:9.629 |  Іван!
SPEAKER_55 | 1:16:12.380 --> 1:16:13.392 |  Я не знаю.
SPEAKER_09 | 1:16:16.379 --> 1:16:22.403 |  Відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай, відпочивай
SPEAKER_07 | 1:18:8.311 --> 1:18:56.776 |  Дякую за перегляд! Дякую за перегляд!
SPEAKER_05 | 1:18:56.776 --> 1:18:57.215 |  Так.
SPEAKER_07 | 1:18:57.215 --> 1:18:57.232 |  Субтитрувальниця Оля Шор
SPEAKER_05 | 1:19:0.83 --> 1:19:1.552 |  Дааа, нааа...
SPEAKER_43 | 1:19:3.509 --> 1:19:7.576 |  Да-на. Пізно.
SPEAKER_05 | 1:19:41.478 --> 1:20:3.837 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:20:8.967 --> 1:20:13.675 |  Дякую за перегляд!
SPEAKER_08 | 1:20:35.427 --> 1:20:37.587 |  Ти диви! Та це ж Орес 12!
SPEAKER_11 | 1:20:42.633 --> 1:20:43.612 |  Качуга
SPEAKER_21 | 1:21:2.798 --> 1:21:9.25 |  Великі гроші кинув. В крові ці гроші, юда. Чекай, чекай. Це вже...
SPEAKER_08 | 1:21:9.25 --> 1:21:10.4 |  я смерть.
SPEAKER_45 | 1:21:24.753 --> 1:21:31.452 |  Три тисячі рублів! Коштує Сабаш! Кому присвячується Сабаш, для кого грати?
SPEAKER_05 | 1:23:41.963 --> 1:23:43.27 |  Дякую.
SPEAKER_08 | 1:23:43.77 --> 1:23:54.502 |  Убий мене, я не хочу жити.
SPEAKER_07 | 1:24:17.114 --> 1:28:20.215 |  Петра, Петра, Петра, Бео. Дякую за перегляд! Дякую за перегляд! Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор Дякую за перегляд! Дякую за перегляд! Кінець брифінгу Субтитрувальниця Оля Шор
SPEAKER_06 | 1:28:24.603 --> 1:28:53.442 |  Завойте, браття, бо вже біла днина, прийде всіма добрим людям щасливу годину. прийде всіма добрим людям щасливу годину.
SPEAKER_17 | 1:29:14.317 --> 1:29:19.750 |  Три роки мене насило по світу, а він все дзвонить.
SPEAKER_31 | 1:29:29.487 --> 1:29:32.812 |  Данусь, який гріх я по тобі панахеду відбрав!
SPEAKER_18 | 1:29:33.419 --> 1:29:36.271 |  Добре зробили. Я вже не ваша.
SPEAKER_31 | 1:29:37.283 --> 1:29:37.975 |  Да ну ісю.
SPEAKER_28 | 1:29:37.975 --> 1:29:38.178 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:29:38.988 --> 1:29:46.8 |  Я почула дзвони. Кого ви кличете? Вам мало, що ви скалічили моє життя».
SPEAKER_26 | 1:29:47.425 --> 1:29:49.872 |  І ти не без ріха.
SPEAKER_18 | 1:29:51.205 --> 1:29:54.698 |  Жінка повинна родити, щоб люди жили на землі.
SPEAKER_05 | 1:31:53.971 --> 1:32:5.547 |  Субтитрувальниця Оля Шор
SPEAKER_31 | 1:32:7.673 --> 1:32:17.697 |  Радуйся, Георгію, день смерті кращий, як день народження, сповідайся.
SPEAKER_48 | 1:32:18.929 --> 1:32:20.279 |  Я назбираюсь Мерата зараз.
SPEAKER_31 | 1:32:22.0 --> 1:32:23.688 |  Я відпущу тобі гріхи.
SPEAKER_11 | 1:32:35.905 --> 1:32:36.260 |  Чі!
SPEAKER_07 | 1:32:36.260 --> 1:32:36.344 |  Дякую!
SPEAKER_11 | 1:32:38.268 --> 1:32:39.584 |  Я відпущу тобі гріхи.
SPEAKER_48 | 1:32:44.528 --> 1:32:59.564 |  Роздягаєтесь, я огляну вас, ви хворий. Роздягаєтесь.
SPEAKER_05 | 1:34:8.988 --> 1:36:19.870 |  Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор Субтитрувальниця Оля Шор
SPEAKER_07 | 1:36:44.693 --> 1:36:44.761 |  Субтитрувальниця Оля Шор
SPEAKER_05 | 1:36:44.761 --> 1:36:44.879 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:36:44.879 --> 1:36:44.963 |  Субтитрувальниця Оля Шор
SPEAKER_05 | 1:36:46.297 --> 1:36:46.972 |  Субтитрувальниця Оля Шор
