SPEAKER_19 | 0:1:10.619 --> 0:1:11.277 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:9:27.667 --> 1:9:29.84 |  ОООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООООО
SPEAKER_07 | 1:9:51.967 --> 1:10:13.27 |  У милості Божія, царствія Небесної, уставим ріхов їх у Христа, безсмертно царя і Бога нашого просим.
SPEAKER_19 | 1:10:13.27 --> 1:10:17.60 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:10:17.60 --> 1:10:24.29 |  Господу помолимся!
SPEAKER_19 | 1:10:17.195 --> 1:10:21.25 |  Господу помолимся.
SPEAKER_07 | 1:10:24.113 --> 1:10:26.37 |  Амінь.
SPEAKER_06 | 1:10:42.322 --> 1:10:42.372 |  Дякую за перегляд!
SPEAKER_19 | 1:10:42.372 --> 1:10:42.963 |  Дякую!
SPEAKER_06 | 1:10:42.963 --> 1:11:2.858 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:11:2.858 --> 1:11:13.962 |  Слава Тебі, Христе Боже, уповання наше, слава Тебі!
SPEAKER_06 | 1:11:13.962 --> 1:11:29.470 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:11:29.926 --> 1:11:30.837 |  Слава Богу!
SPEAKER_06 | 1:11:30.27 --> 1:11:31.23 |  Слава Богу!
SPEAKER_07 | 1:11:31.23 --> 1:11:33.183 |  Увага на екран!
SPEAKER_06 | 1:11:31.394 --> 1:11:31.782 |  Субтитрувальниця Оля Шор
SPEAKER_07 | 1:11:34.617 --> 1:12:16.180 |  Воскреси і змертві, і живими, і мертві обладає Христос, істинний Бог наш, молитвам причисти свіє матері святі, славні, всеххвальних апостолів, преподобні, боносні, отець наші і всіх святих душі от нас, Преставши рабов Божій Йоанна, Катерини, Димитрія, Ніколая, Антоніна, Андрея Нім же поминані днесь творим селені правних учениць Нідріх, Авраама, Ісаака і Якова у покої І справними сопреште і нас помилити, спасет нас, якобла і чоловіку любець
SPEAKER_19 | 1:12:16.180 --> 1:12:21.918 |  Амінь.
SPEAKER_07 | 1:12:22.323 --> 1:12:41.206 |  Вічної упокоєнні подаш, Господи, приступом найм, рабом твоїм. Айоанну, Катерині, Дмитрію, Ніколаю, Антоніні, Андрею, Христи Божий наш, і сотвори їм вічною пам'ять.
SPEAKER_19 | 1:12:42.438 --> 1:12:48.428 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:12:48.428 --> 1:12:59.600 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:12:56.39 --> 1:12:59.667 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:12:59.667 --> 1:12:59.735 |  Дякую!
SPEAKER_19 | 1:12:59.735 --> 1:13:0.5 |  Дякую!
SPEAKER_06 | 1:13:0.5 --> 1:13:0.38 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:13:0.38 --> 1:13:0.106 |  Субтитрувальниця Оля Шор
SPEAKER_06 | 1:13:0.106 --> 1:13:0.899 |  Субтитрувальниця Оля Шор
SPEAKER_19 | 1:13:0.899 --> 1:13:7.25 |  Субтитрувальниця Оля Шор
