SPEAKER_08 | 0:0:31.520 --> 0:0:37.477 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:5:41.778 --> 1:6:3.513 |  Скажи, пожалуйста, где у той халатик у цвіточек мелкий, что я привозила, а? И платка аж можно было, якось вовку опнуть. Так, все, я больше не можу. Значит так, я зараз пойду и все быстренько принесу. А візьміть свою приколоту футболку секунду, з Микі Маусом.
SPEAKER_16 | 1:6:3.513 --> 1:6:3.665 |  Шо?
SPEAKER_15 | 1:6:3.665 --> 1:6:3.817 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:6:3.817 --> 1:6:3.850 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:6:3.850 --> 1:6:3.867 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:6:4.323 --> 1:6:5.133 |  Та не буду я придіватися!
SPEAKER_15 | 1:6:5.133 --> 1:6:24.893 |  От тебе ніколи не можна як людину вудіть. От скажи, пожалуйста, ти шо прикипіла до цього дрантя, влюблена в його чи шо, а? В цьому говні так околи свиней можна ходити, а не серед люди. Я так більше не можу. Свєточка, доча, будь добра, пожалуйста, принеси бабушке той халатік у мілкий цвіточок, шо ми минулий рік привозили.
SPEAKER_16 | 1:6:24.893 --> 1:6:24.944 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:6:25.147 --> 1:6:25.771 |  А, дивіться.
SPEAKER_16 | 1:6:25.771 --> 1:6:25.788 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:6:25.788 --> 1:6:26.58 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:6:26.58 --> 1:6:39.659 |  – Де він у тебе лежить? – Не де. Я іншим разом піду й поприбираю. От завтра в неділю піду й поприбираю. Старістю опозорюся. Люди скажуть – о! Прийшла в праздник могилки прибирать. Не могла іншим разом.
SPEAKER_15 | 1:6:39.659 --> 1:6:39.777 |  Найбільше новини на Суспільному. Харків.
SPEAKER_16 | 1:6:39.777 --> 1:6:39.828 |  Дякую!
SPEAKER_15 | 1:6:39.828 --> 1:6:58.137 |  Ти що, мама? Ану стой! Все, хватить! Спокойся, чорти з ними, з тим... з тою одіжею. Договорились йти так ходьом. Сказала, не пойду. Я з самого почала говорила, давайте не йти. Інтересно. Так що я сама, може, пойду? Іди. Хочеш, іди. Ну, і хорошо. Ну, і пойду.
SPEAKER_16 | 1:6:55.420 --> 1:6:58.981 |  Так, ну то не добре, ну і піду.
SPEAKER_15 | 1:6:58.981 --> 1:6:59.420 |  Правда, я?
SPEAKER_16 | 1:6:59.420 --> 1:6:59.977 |  Я тебе не пущу!
SPEAKER_15 | 1:6:59.977 --> 1:7:1.867 |  Що? А ну, пусти!
SPEAKER_16 | 1:7:1.968 --> 1:7:2.35 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:7:2.35 --> 1:7:43.193 |  Не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу, не пущу Хай воно хоч травою позаростає, хоч бурями в человеческий рост, хай хоч христи попадають! Я вам ще сюди не нагодять, та бл**ть! Ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, о
SPEAKER_16 | 1:7:43.193 --> 1:7:43.210 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:7:43.801 --> 1:7:44.37 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:7:44.37 --> 1:8:2.667 |  Свєточка, дочі, підемо прибирати на кладовище. Що ти заглядаєш, що у телефонах сорока в кістку? Руку дай! Я казала! Я казала, що так буде! Я знала, що так буде!
SPEAKER_03 | 1:8:2.667 --> 1:8:8.101 |  Дякую за перегляд!
SPEAKER_16 | 1:8:14.969 --> 1:8:15.627 |  Тішлі!
SPEAKER_15 | 1:8:20.892 --> 1:8:38.105 |  Ти розумієш, що ти страшна людина? Ти ще страшніша, ніж дід був. І от що я тобі скажу. Я всю життя через вас і промучилася, що одне було, що інше. Що ти кажеш? Я кажу, що життя свою протрала через вас. Абоє-рябує.
SPEAKER_16 | 1:8:38.965 --> 1:8:41.463 |  Звісно, я тебе погреби замикала.
SPEAKER_15 | 1:8:42.492 --> 1:9:8.513 |  Ага, а хто мені по губах дав при людях у магазині, як час, помню, ще помню тоді хліб привезли, а я стояла, у мене такий кульочок був із конфетами, що бумажки до них прилипають і треба виплюгувати. Я взяла от одну конфетку у ротах і виплюнула, бо не розжили, а ти мені трах по губах аж до крові, що аж тріснуло, і всі конфети по полу порозсипала.
SPEAKER_16 | 1:9:9.458 --> 1:9:15.820 |  Давай, видумуй. Отак ви матір ціните.
SPEAKER_15 | 1:9:15.820 --> 1:9:15.837 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:9:15.837 --> 1:9:15.888 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:9:15.972 --> 1:9:15.989 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:9:16.478 --> 1:9:16.647 |  Дякую!
SPEAKER_08 | 1:9:17.660 --> 1:9:18.588 |  Дякую.
SPEAKER_15 | 1:9:19.398 --> 1:9:42.179 |  Ще я добре пам'ятаю, як дід був, напився і песика на сволочі повісив, а потім за мною по селі з вірьовкою ганявся. Штани навиварі, тоді в кармани таліпаються, пів руки не було, а сили як у бика. Я тобі так скажу, що б він не робив, ти ще страшніше від нього. І все те говно, яке в моєму житті було, усе через тебе.
SPEAKER_08 | 1:9:42.179 --> 1:9:42.247 |  Дякую!
SPEAKER_15 | 1:9:42.905 --> 1:10:33.952 |  Так він і за мною теж з тупором ганявся. Ну і що, Петренко теж за дружиною бігав. Так вона завжди знала, як його втихомирить. А ти жодного разу, жодного разочка його не зупинила. Хоч би він мене вбивав. Ти то козло на мені згонила. Він тебе б'є, а ти мене. Тебе? Ти пам'ятаєш? А чого ж я не пам'ятаю? Чого ж я не пам'ятаю? Як я уроки вчила, ти дневника мені перевіряла. Що ти виробляла? Дітей треба виспитувати строго. Так ти ж вивчилася. Ну і що з того, що я вивчилась? Кому воно нужне, те вчить? Ай! Що я хлопцю одвітити не могла! Що я, вважаю, до 18 років у клубі на танцях не була! Щоб з мене все село сміялося і стіони знімало! І знаєш, що я тобі скажу? Що я от цю байстря в світ привела, що воно росте без батька! Це ти в усьому винна! Мама!
SPEAKER_13 | 1:10:58.977 --> 1:12:24.618 |  Тьфу, інергентні ти, ця новічка. Ріше, побудь з ними, а я бігав, хату відкрию. Дякую за перегляд! Музика Кого я тобі стріляли? О, ти вже забалакав. Сина. Свого сина стріляли.
SPEAKER_09 | 1:12:25.985 --> 1:12:26.69 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:12:26.69 --> 1:12:26.474 |  Субтитрувальниця Оля Шор
SPEAKER_09 | 1:12:26.474 --> 1:12:26.542 |  Дякую!
SPEAKER_16 | 1:12:26.542 --> 1:12:26.558 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:12:26.558 --> 1:12:26.592 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:12:28.229 --> 1:12:36.194 |  Ай! Ах, ти! Оце я б сказав так! Я тебе вмру! Ще! Я тобі вмру!
SPEAKER_15 | 1:12:36.194 --> 1:12:36.295 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:12:36.548 --> 1:12:36.970 |  Добре!
SPEAKER_15 | 1:12:36.970 --> 1:12:42.640 |  Ти скільки можна? Мам, бабуся, ми непогано. Що таке, Свєточка?
SPEAKER_08 | 1:12:43.687 --> 1:12:43.855 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:12:44.564 --> 1:13:30.920 |  Света, не пугай мене, дітко! Що сталося? Ну що ви з тим Ярославом вчора їли, а?
SPEAKER_16 | 1:13:34.244 --> 1:13:39.560 |  Що, хекаєш? Все через те, що не хотіла на кладовище прибирати. Бабі ніхто не допоможе.
SPEAKER_15 | 1:13:40.825 --> 1:13:52.368 |  Мовкни мені із цим кладбищем, хай воно згорить! Це ти мені дитину зурочила? Свєточка, донь, це що, знову? І скажи мені, не дай мені в цій сраці лікаря тепер знайти!
SPEAKER_08 | 1:13:53.971 --> 1:13:55.34 |  Дякую за перегляд!
SPEAKER_16 | 1:13:58.932 --> 1:14:2.476 |  Зурочила, сралася і в говно скочила.
SPEAKER_15 | 1:14:9.125 --> 1:14:12.415 |  Я сказала тобі, як людині, не треба було сьогодні накладати.
SPEAKER_16 | 1:14:10.762 --> 1:14:16.246 |  Не треба було сьогодні накладати шиї. А коли завтра? Коли спати? Ти що не бачила, що тут є температура?
SPEAKER_15 | 1:14:14.288 --> 1:14:16.280 |  Ти ж не бачила свою температуру?
SPEAKER_16 | 1:14:16.904 --> 1:14:16.921 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:14:16.921 --> 1:14:22.338 |  Треба було залишатися, а тобі йти з мамою. Звісно, а тобі ж треба було, щоб всі нам випередки пішли.
SPEAKER_16 | 1:14:22.372 --> 1:14:23.873 |  Щоб зібрати!
SPEAKER_15 | 1:14:22.726 --> 1:14:24.160 |  Щоб всі бачили!
SPEAKER_16 | 1:14:24.160 --> 1:14:30.978 |  Дочка приїхала, дочка приїхала, так. Думаєш, мені не обідно, коли до Миколи сини дочка приїжджають весь час, ворота яєчко стоїть.
SPEAKER_15 | 1:14:25.291 --> 1:14:35.939 |  Думаєш, мені не обідно, коли до Миколи сини з дочка приїжджають весь час, ворота яєчко стоїть? Правильно, бо їм нехер робить, по купину вони і приїжджають, а я не роблю. Мама, бабушка, перестаньте!
SPEAKER_16 | 1:14:32.632 --> 1:14:35.230 |  Попередньо вони приїжджають, а я не розумію.
SPEAKER_10 | 1:14:35.230 --> 1:14:35.332 |  Дякую за перегляд!
SPEAKER_16 | 1:14:35.332 --> 1:14:35.382 |  Дякую за перегляд!
SPEAKER_10 | 1:14:35.382 --> 1:14:35.399 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:14:37.795 --> 1:14:38.82 |  Дякую!
SPEAKER_10 | 1:14:38.723 --> 1:14:39.432 |  Так.
SPEAKER_15 | 1:14:39.432 --> 1:14:40.985 |  Я не знаю, як вам об'яснить.
SPEAKER_10 | 1:14:39.449 --> 1:14:39.972 |  Я не знаю...
SPEAKER_15 | 1:14:44.140 --> 1:15:17.519 |  Коротше, мені страшно. Будь ласка, не ругайтеся заради мене. Та подивіться, мама! Мені страшно. Мені тошнить по втрам, я сплю на ходу. Улавлюєте? Так а що улавлювати? А дві неділі?
SPEAKER_16 | 1:15:19.392 --> 1:15:25.602 |  Ого, ну ти даєш, Свєточка.
SPEAKER_08 | 1:15:27.610 --> 1:15:27.627 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:15:27.627 --> 1:15:40.402 |  Ой, в смислі, ти що тупа? До сих пор не зрозуміла? А що я маю зрозуміти? Ой, Боже, ой, ой.
SPEAKER_08 | 1:16:45.843 --> 1:16:45.893 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:16:45.893 --> 1:16:46.535 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_13 | 1:16:52.525 --> 1:16:56.795 |  Сука, я прикончу його.
SPEAKER_15 | 1:17:18.901 --> 1:17:38.37 |  Ти розумієш, мама, я не казала, тому що випадково дізналася. Я не знала, як сказати. Вказали, що Масік у мене, ну, Ярослав, женатик, ой, мене як дуру розв'язали. В сенсі розв'язали?
SPEAKER_16 | 1:17:38.37 --> 1:17:40.332 |  Та тупа! На вас роті не бросив!
SPEAKER_15 | 1:17:41.92 --> 1:17:44.821 |  Ну, жина тік, я ж кажу. Ах ти ж паскоць!
SPEAKER_16 | 1:17:44.568 --> 1:17:45.23 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 1:17:45.23 --> 1:17:45.277 |  Дякую!
SPEAKER_16 | 1:17:45.277 --> 1:17:45.344 |  Дякую!
SPEAKER_08 | 1:17:45.344 --> 1:17:45.395 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:17:45.395 --> 1:17:47.605 |  Чому ти матері не сказала, а?
SPEAKER_16 | 1:17:45.614 --> 1:17:45.682 |  Субтитрувальниця Оля Шор
SPEAKER_08 | 1:17:45.682 --> 1:17:45.800 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:17:45.800 --> 1:17:46.559 |  Чому ти матері?
SPEAKER_13 | 1:19:34.70 --> 1:19:39.335 |  Що ти скажеш? Чудне, що ще сьогодні вдома. Два січі не ходиш, а корич хочеш.
SPEAKER_00 | 1:19:42.575 --> 1:19:42.963 |  Привіт!
SPEAKER_13 | 1:19:42.963 --> 1:19:43.30 |  Дякую!
SPEAKER_00 | 1:19:43.30 --> 1:19:43.942 |  Друга мова.
SPEAKER_13 | 1:19:43.942 --> 1:19:43.958 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:19:43.958 --> 1:19:43.975 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:19:43.975 --> 1:19:44.26 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:19:44.26 --> 1:19:44.245 |  Грає музика.
SPEAKER_13 | 1:19:44.245 --> 1:19:44.279 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:19:44.279 --> 1:19:44.296 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:19:44.718 --> 1:19:44.735 |  Субтитрувальниця Оля Шор
SPEAKER_00 | 1:19:44.735 --> 1:19:44.971 |  Дякую.
SPEAKER_13 | 1:19:44.971 --> 1:19:47.114 |  Ходить, не має провірки, тільки курить.
SPEAKER_00 | 1:19:50.810 --> 1:19:58.437 |  Я ж водій, а водій тільки курить і їздить, а не ходить.
SPEAKER_13 | 1:19:59.382 --> 1:20:17.202 |  Якщо ти маєш відбувати, з тобою все добре, нічого поганого. До свадьби, заживи. Воно диви, як думаєш, що тут? Га? Диви.
SPEAKER_12 | 1:20:17.202 --> 1:20:17.219 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:20:17.219 --> 1:20:17.236 |  Субтитрувальниця Оля Шор
SPEAKER_12 | 1:20:17.236 --> 1:20:17.388 |  Дякую!
SPEAKER_13 | 1:20:17.388 --> 1:20:53.78 |  Не зрозумів. Ось що? Твоє таксі? Та воно вже нікуди не поїде. Ти живи, жінка, не ляпайся. Я підвезу тебе ближче, а то, бачу, не познаєш свій транспорт. Я що, познав?
SPEAKER_15 | 1:22:0.241 --> 1:23:8.652 |  Ти шо куриш? Ні, семечки лузькі. Давно? Год десь. А чого я про це нічого не знала? Що взагалі про мене знаєш? Так може, не стоїть все-таки при беременності курити? Я зробила аборт. Зараз!
SPEAKER_06 | 1:23:9.91 --> 1:23:10.238 |  Доброго ранку!
SPEAKER_15 | 1:23:17.866 --> 1:23:18.912 |  Добре утро!
SPEAKER_13 | 1:23:19.435 --> 1:23:20.768 |  Приймайте знакомого.
SPEAKER_15 | 1:23:22.186 --> 1:23:32.665 |  Якого ж я тут знайомого? Боже, Юра, ужас який. Що случилось?
SPEAKER_13 | 1:23:34.15 --> 1:23:37.711 |  Якщо коротко махнув, не глядя.
SPEAKER_00 | 1:23:35.483 --> 1:23:35.534 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:23:38.32 --> 1:23:43.786 |  Сюди він віз, а назад його треба везти. От чиняй ворота, а то тачка в хвіртку не пройде. Ну чиняй, чого стоїш?
SPEAKER_08 | 1:24:16.726 --> 1:24:17.165 |  Музика
SPEAKER_16 | 1:24:28.977 --> 1:24:29.855 |  Ой, Боже!
SPEAKER_08 | 1:24:31.188 --> 1:24:31.441 |  Дякую.
SPEAKER_16 | 1:24:33.280 --> 1:24:40.942 |  Мені це сьогодні снилося. Їй Бог, і мене він і снився. І мене отако снився.
SPEAKER_13 | 1:24:41.701 --> 1:24:58.373 |  І чим закінчився той твій сон? Сподіваюсь, він не помер. Ні, живий. Все добре. Це добре, що все добре. А щоб справився твій сон, треба його срочно відправити в лікарню до Ніжина. Тільки як його туди доправити, непонятно. Сьогодні ж автобуси не їздять.
SPEAKER_15 | 1:24:59.251 --> 1:25:0.230 |  Та куди його машина?
SPEAKER_16 | 1:25:0.230 --> 1:25:0.247 |  Субтитрувальниця Оля Шор
SPEAKER_13 | 1:25:2.879 --> 1:25:4.634 |  Якщо коротко, то машина вже не на ходу.
SPEAKER_16 | 1:25:4.972 --> 1:25:7.30 |  Слухай, а той
SPEAKER_13 | 1:25:7.30 --> 1:25:7.199 |  Дякую.
SPEAKER_16 | 1:25:7.199 --> 1:25:7.857 |  Бердунчик.
SPEAKER_13 | 1:25:7.857 --> 1:25:11.587 |  Ще їздить? Ти що, на ньому до ніжина? Ти в мене руки не видержи.
SPEAKER_07 | 1:25:13.443 --> 1:25:15.974 |  Ай-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-яй-
SPEAKER_08 | 1:25:15.974 --> 1:25:16.25 |  Субтитрувальниця Оля Шор
SPEAKER_15 | 1:26:10.447 --> 1:26:13.113 |  Ну, надо ж таке. А мені ж сьогодні на роботу.
SPEAKER_16 | 1:26:14.783 --> 1:26:16.252 |  Як ви можете в праздник робити?
SPEAKER_15 | 1:26:16.724 --> 1:26:16.741 |  Субтитрувальниця Оля Шор
SPEAKER_16 | 1:26:16.741 --> 1:27:6.927 |  Ой, ну, мамо, ну, іменно коли празник, базар і роботає. Ніде твій базар не діниться. Воно по хозяйстві скільки роботи. І автобус завтра буде. Кстати, ти знаєш, чим закінчився мій сон? Чим? Кольцями. Якими кольцями? Боже, ну, яка ж ти все-таки тупа. Собирай гроші на свадьбу. Ой. Вспомнила. Мені ще оцей дідок снився. Заходив до мене і таке зі мною виробляв. Лучше я його на всяк случай.
SPEAKER_11 | 1:28:15.372 --> 1:28:16.30 |  А я не думав.
SPEAKER_12 | 1:28:16.30 --> 1:28:23.84 |  Думаєш, що я тебе теж підсолю? Я тебе, сука, як кабана грохну!
SPEAKER_01 | 1:30:29.900 --> 1:31:29.857 |  Останню білю забуваю з усіля, До віки ця не від землі натінь. Україна, удальній рейд, До мати там вдалі маше хрустіння, Несе мене бути мрявою машина. Україна, удальній рейд. Субтитрувальниця Оля Шор
