SPEAKER_18 | 0:1:36.860 --> 0:1:37.484 |  Дякую!
SPEAKER_19 | 1:4:36.218 --> 1:4:41.703 |  Юсінко, так! Юсінко, так! Юсінко, так!
SPEAKER_06 | 1:6:15.190 --> 1:6:23.358 |  Кого у нас інтересують чужі проблеми, кому нужна чужа біда? Хочеш жити живим, є біда – це твоя біда, хоч би й здихай.
SPEAKER_10 | 1:6:23.594 --> 1:6:29.332 |  Як здихай, Вася? Ти що, як здихай? Це і твої проблеми. Ти закон захищати об'язана.
SPEAKER_06 | 1:6:29.922 --> 1:6:42.38 |  Ніякого закону немає. Є люди, конкретні люди. А в даному випадку це такі люди, від яких я вас захистити ніяк не можу. Депутати, прокурори. Для них закон – це пердюж.
SPEAKER_12 | 1:6:44.198 --> 1:6:48.29 |  Вась, як же так? Вони ж все...
SPEAKER_23 | 1:6:48.29 --> 1:6:58.964 |  Сином його стріляли. А я на тебе жалуватися буду. На начальству твого. Я в Київ пішком піду.
SPEAKER_07 | 1:6:58.964 --> 1:7:3.352 |  — Напишу в газету. — Радіо. Хай знають, що ти з Бандотою за одно.
SPEAKER_06 | 1:7:4.263 --> 1:7:21.37 |  Не рекомендую. Хуже зробите. За законом у вас тут бути не повинно. Це зона обов'язкового відселення. Тепер я очі на вас закривав, але всьому є свій преділ. За законом вас немає.
SPEAKER_14 | 1:7:24.682 --> 1:7:30.98 |  Як нема? Отже, Метуточка. Васючка.
SPEAKER_23 | 1:7:31.904 --> 1:7:33.575 |  Ну ти хоч лікаря привези, а?
SPEAKER_06 | 1:7:34.773 --> 1:7:47.497 |  Та не один лікар до вас не приїде, тому що йому прийдеться фіксувати агністріл. А це, знову ж таки, конфлікт з владою. І не пущу я до вас нікого. Ти, Слава, що, на медсестру вчилась? От і лічий сина.
SPEAKER_10 | 1:7:49.623 --> 1:7:52.610 |  У мене ліків нема. У мене взагалі нічого немає.
SPEAKER_06 | 1:7:53.352 --> 1:8:7.493 |  От і бабка у нас травниця знаменита. От і лічить вдвох. Скажіть, які лікарства треба, всьо привезу. Але з'їхать мені отсюда, пообіщайте, щоб до зими от вас тут і сліду не було.
SPEAKER_14 | 1:8:7.493 --> 1:8:8.708 |  Куди нам їхати, Васю?
SPEAKER_06 | 1:8:10.615 --> 1:8:11.341 |  Куди угодно.
SPEAKER_23 | 1:8:16.403 --> 1:8:19.576 |  А ці сволочі безкарно розгулювати будуть, так, Васічка?
SPEAKER_06 | 1:8:23.828 --> 1:8:50.423 |  Налякать його просто хотіли, він же на них з ножем поліць, от і захищались. Так, ось о, вам продукти передали. Нормальні ж люди. Скажи, які лікарства треба, все передадуть. Що ти вилупилась, Слава? Які лікарства треба?
SPEAKER_14 | 1:8:52.516 --> 1:9:3.856 |  А шо це? Шо це? Ласі! А де? Шо це? Де сало? Де гречка, а?
SPEAKER_06 | 1:9:3.856 --> 1:9:7.923 |  Буде тобі, баба, і гречка, і сало, і все буде.
SPEAKER_14 | 1:9:7.923 --> 1:9:23.701 |  Добре, що хотів розуму, вистачило якісь продукти нам передати. Видко, не хотіли, Славка, вони нашого Вовку подстрелять. Хороші люди. Добре, що хотів розуму, вистачило якісь продукти нам передати. Добре, що хотів розуму, вистачило якісь продукти нам передати. Видко, не хотіли, Славка, вони нашого Вовку подстрелять. Хороші люди. Видко, не хотіли, Славка, вони нашого Вовку подстрелять. Хороші люди. Видко, не хотіли, Славка, вони нашого Вовку подстрелять. Хороші люди.
SPEAKER_06 | 1:9:23.870 --> 1:9:30.282 |  П'яні були, от і підстрелили, тепер жаліють.
SPEAKER_14 | 1:9:35.851 --> 1:9:37.218 |  Бога віруєш, Вась?
SPEAKER_06 | 1:9:43.883 --> 1:9:45.689 |  Жінка ходить до мене в храм.
SPEAKER_07 | 1:9:46.263 --> 1:9:48.727 |  Наїлю.
SPEAKER_06 | 1:9:48.862 --> 1:9:49.672 |  І на свята.
SPEAKER_07 | 1:9:51.258 --> 1:9:55.865 |  Добре. Зараз помолимось з тобою.
SPEAKER_06 | 1:9:59.493 --> 1:10:2.918 |  Ти що, баба Піся, в церкві молитися треба?
SPEAKER_07 | 1:10:3.188 --> 1:10:3.458 |  Дякую!
SPEAKER_14 | 1:10:4.15 --> 1:10:5.956 |  Валитися можна де завгодно. Бог все бачить.
SPEAKER_06 | 1:10:5.838 --> 1:10:7.205 |  Я ж при ісполненні.
SPEAKER_14 | 1:10:7.964 --> 1:10:19.793 |  Такий, а виходить, при ісполненні. Держи свячку. Ну, Вася, ну, а ти ж должок маєш переді мною. А мені, старій бабі, помовитися нема з ким. Заходь в хату. Щас помолимось з тобою, Вася.
SPEAKER_07 | 1:10:23.978 --> 1:10:31.285 |  У ім'я Отця і Сина, і Святого Духа. Амінь. У ім'я Отця і Сина, і Святого Духа. Амінь.
SPEAKER_02 | 1:10:32.62 --> 1:10:35.285 |  Во ім'я Отца і Сина і Святого Духа. Амінь.
SPEAKER_14 | 1:10:35.437 --> 1:11:2.453 |  На коліна встань. В ім'я Отця і Сина, і Святого Духа. Амінь. Господи Всемогутній, Царі Небесній, Боже Милосердний, Ти, що створюєш світло і наводить пітьму, встановлюєш мир і твориш все суще. Прошу, зверни погляд свій на нас, рабів Твоїх нещасних.
SPEAKER_02 | 1:11:3.78 --> 1:11:3.837 |  Зарідує.
SPEAKER_14 | 1:11:3.112 --> 1:11:4.23 |  і серед двох
SPEAKER_02 | 1:11:4.23 --> 1:11:5.660 |  Увага на екран!
SPEAKER_14 | 1:11:5.828 --> 1:11:8.410 |  і немерзлих грішників, що нас гублять.
SPEAKER_02 | 1:11:9.642 --> 1:11:11.735 |  Нагрішники, що нас гублять.
SPEAKER_14 | 1:11:12.123 --> 1:11:46.531 |  Помили нас і захисти від наших собостаттів, цих клятих. Зведи гнів цих насучених дітей, цих і предай їх анафемі. Занеси руку свою над лиходіями, а так само над тими, хто їм служить, і переломай їм всі кістки їхні, калістратуру тим. Нехай ті, хто їх породив, в пеклі горять на повільному вогні. А могили їхні, дикі тварини, нехай розриють, а кістки порозтягують у всій землі. Нехай з тих, хто нам шкодить, шкура з'їжджать. Хай їм пальці повідаляються, щоб збали, пане.
SPEAKER_18 | 1:11:57.601 --> 1:11:58.73 |  Дякую.
SPEAKER_08 | 1:12:17.58 --> 1:12:18.37 |  Дякую!
SPEAKER_14 | 1:12:18.37 --> 1:12:25.529 |  Нахло проблилося звук їхніх дочей. Шкура їм злізла, шалави під заборництво, міцних подсилків зробила.
SPEAKER_18 | 1:12:40.143 --> 1:12:40.649 |  Чого?
SPEAKER_32 | 1:12:40.649 --> 1:12:42.488 |  Дякую.
SPEAKER_24 | 1:12:43.417 --> 1:12:47.129 |  Вася! Вася, Васючка! Вася!
SPEAKER_32 | 1:12:44.699 --> 1:12:45.37 |  Асю!
SPEAKER_18 | 1:12:45.37 --> 1:12:46.859 |  Васю! Васю!
SPEAKER_24 | 1:12:47.416 --> 1:12:48.108 |  Дякую!
SPEAKER_08 | 1:12:47.433 --> 1:12:54.959 |  Завнеси прислужників і жвани їхніші, але дітей двоголових собак з тракою на голови!
SPEAKER_18 | 1:12:55.803 --> 1:12:57.170 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_24 | 1:12:57.170 --> 1:12:58.98 |  Аааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааааа
SPEAKER_18 | 1:12:58.98 --> 1:13:0.443 |  Мама! Мамочка! Мама, не надо!
SPEAKER_12 | 1:14:4.349 --> 1:14:7.859 |  Мама, не треба. Мама, не треба!
SPEAKER_07 | 1:16:5.967 --> 1:16:6.457 |  Субтитрувальниця Оля Шор
SPEAKER_18 | 1:16:58.297 --> 1:16:59.258 |  Дякую.
SPEAKER_06 | 1:17:55.148 --> 1:17:56.515 |  Девін, да це урод!
SPEAKER_14 | 1:17:58.591 --> 1:17:59.873 |  Ти це про себе чи що?
SPEAKER_06 | 1:18:0.110 --> 1:19:1.96 |  Ти ще по тренди мені дешутишся, сволочь стара. Дякую. Дякую за перегляд!
SPEAKER_07 | 1:19:3.87 --> 1:19:9.297 |  Не, не оберегла Славка сина, а так ховала тут.
SPEAKER_06 | 1:19:12.790 --> 1:19:15.355 |  Так, від судьби не вийдеш.
SPEAKER_14 | 1:19:15.777 --> 1:19:29.24 |  Ну, так, і тут нас нечість знайшла. А ну, Вась, ввести бабушку з цигареткою.
SPEAKER_06 | 1:19:44.26 --> 1:19:47.266 |  Ти бабукою від молодого була красива, мощна жінка.
SPEAKER_13 | 1:20:0.513 --> 1:20:3.972 |  А ти чого до нас, Васька? Що забув?
SPEAKER_06 | 1:20:8.5 --> 1:20:15.700 |  Бачила вертольоти. Сьогодні вранці знайшли джип на роздоріжжі, а людей в ньому нема.
SPEAKER_13 | 1:20:19.143 --> 1:20:23.125 |  Браконьєри, заблукали? У нас тут ліс, болото.
SPEAKER_06 | 1:20:27.40 --> 1:20:33.638 |  Марудно йому столиці, от і шукають приключення на свої жопи. Це експорт?
SPEAKER_14 | 1:20:34.499 --> 1:20:36.18 |  На людей теж спорт полювати.
SPEAKER_06 | 1:20:39.410 --> 1:20:43.358 |  Такі як-от ви для них не люди, грязна тупа звірина.
SPEAKER_14 | 1:20:44.725 --> 1:20:45.991 |  Хай прокляті будуть.
SPEAKER_06 | 1:20:47.172 --> 1:20:54.918 |  Нехай. Тільки якщо з цими зниклими щось станеться, лезте нам тоді. Ти ж ці самі які.
SPEAKER_14 | 1:20:56.521 --> 1:20:57.314 |  Як і Вовчика.
SPEAKER_06 | 1:20:58.748 --> 1:21:8.300 |  Ти розумієш? Суддя з сином пропали, а їхали вони сюди, щоб це справу замяти. Чуєш, стара?
SPEAKER_14 | 1:21:8.789 --> 1:21:9.498 |  Шокую, Решет.
SPEAKER_06 | 1:21:11.641 --> 1:21:12.603 |  Мальборолайн.
SPEAKER_14 | 1:21:15.573 --> 1:21:16.180 |  Навніжте.
SPEAKER_06 | 1:21:21.192 --> 1:21:34.169 |  Хєр в мене ще щось попросиш? А я от грішним ділом подумав, що може ото пацан ваш вичухався і партизаном себе уявив, і пішов по твоїм стопам, так сказати.
SPEAKER_14 | 1:21:39.974 --> 1:21:43.400 |  Партизанів тут з війни не було, Вася. Я й думаю, зато забула.
SPEAKER_06 | 1:21:44.412 --> 1:21:54.706 |  А я ні, не забув. Я чув, що тебе люди завжди тут партизанчихою кликали. Боялись тебе люди. І не дарма.
SPEAKER_14 | 1:21:56.917 --> 1:22:2.637 |  Чого мене бояться? Я вже стара колода, насмішуй.
SPEAKER_06 | 1:22:4.325 --> 1:23:4.248 |  А я в архів сходив, не полінився. Ти у нас бабка-герой, оказується? За що ж це нас нагородили? Ось воно. «Самолічна ліквідація карательного німецько-фашистського отряду у складі десяти солдат і двох офіцерів 28 октября 1942 року в селі Звіздаль. Добре, я своїми словами говорить буду. Виходить, ти пустила на ночівлю до себе 12 здоровезних мужиків і всіх їх як свиней перерізала.
SPEAKER_14 | 1:23:9.513 --> 1:23:10.643 |  Чого перерізала?
SPEAKER_07 | 1:23:14.812 --> 1:23:16.128 |  Я кого виламе за колону?
SPEAKER_14 | 1:23:18.592 --> 1:23:27.890 |  Цукерою порубала. Це все від ситуації залежало. Та й лопата для такого справи знадобилась.
SPEAKER_06 | 1:23:30.708 --> 1:23:34.876 |  Ну так, важка нічка вийшла.
SPEAKER_14 | 1:23:36.563 --> 1:23:42.14 |  Що мені залишилося? Вони йшли в ліс партизанів чистити, а то всі наші хлопці.
SPEAKER_06 | 1:23:42.757 --> 1:23:52.21 |  Про такі геройствування, бабка, я і Богу ще ніколи не чув. Що ти з трупами зробила?
SPEAKER_07 | 1:23:53.557 --> 1:23:53.978 |  З'яків.
SPEAKER_06 | 1:23:58.450 --> 1:24:4.205 |  З німецькими? Чи були ще?
SPEAKER_14 | 1:24:7.782 --> 1:24:17.131 |  Ні, тільки німецьким. Порубала і в болото віднесла.
SPEAKER_05 | 1:24:25.332 --> 1:24:42.224 |  О-о-о, ти тут так само, люди до тебе їхали, десь заблудили, ніхто їх знайти не може.
SPEAKER_14 | 1:24:43.338 --> 1:24:50.223 |  От чіпись від нас, Вася, і анемічна труха сипеться, вовчик слабкий.
SPEAKER_05 | 1:24:55.268 --> 1:24:55.538 |  Дякую.
SPEAKER_04 | 1:24:55.589 --> 1:25:3.993 |  А може, заблукали десь по дорозі, горілки нажерлись і сплять десь, як свині… А Славко де?
SPEAKER_14 | 1:25:5.343 --> 1:25:13.915 |  Славка в місті поїхала за антибіотиками, лікарства хлопцю потрібно. Рана гнуїться почала.
SPEAKER_06 | 1:25:18.235 --> 1:25:23.905 |  Прости мене, бабка, але в хаті вашій така вонізма стоїть, що боюсь, пацану вже нічого не допоможе.
SPEAKER_14 | 1:25:24.952 --> 1:25:25.441 |  Я знаю.
SPEAKER_06 | 1:25:27.668 --> 1:25:46.754 |  Дякую, Вася. Прости, мать. Прости, бабка, якщо можеш.
SPEAKER_33 | 1:25:49.437 --> 1:25:50.703 |  Бог простить.
SPEAKER_14 | 1:26:7.797 --> 1:27:15.128 |  А я не вибачаю ніколи. Звучить музика. Дякую за перегляд!
SPEAKER_07 | 1:27:25.17 --> 1:27:30.974 |  Мам. Швидко, дочка повернулася.
SPEAKER_23 | 1:27:35.24 --> 1:27:41.943 |  У мене на руках 432 гривні. Курс антибіотика коштує десь тисячу.
SPEAKER_07 | 1:27:43.276 --> 1:27:45.959 |  Ти повернулася пуста, без нічого.
SPEAKER_11 | 1:27:51.848 --> 1:27:55.291 |  Господи, мати, а що це ти робиш?
SPEAKER_14 | 1:27:57.350 --> 1:28:9.27 |  Службово доправить за здрав'я. Баба Божа у Володимира, знаєш такого? Або заупаки, тому що ти постав хату прийшов.
SPEAKER_23 | 1:28:9.27 --> 1:28:37.445 |  Так на почті грошей немає. Виплати по всім районам затримують. В рейсов базі без довідки від лікаря нам допомогти не хочуть. Я весь Чорнобиль оббігала, я не знаю, що мені ще робити. А чого ти сюди прийшла? Так а куди ж я піду без грошей?
SPEAKER_07 | 1:28:38.997 --> 1:28:40.280 |  Денег тут точно нема.
SPEAKER_14 | 1:28:46.692 --> 1:28:54.421 |  Як ви, нула? Спіть. Як камінь до ніречки, накачала ширку і спить наш хлопчик.
SPEAKER_10 | 1:28:58.184 --> 1:29:0.732 |  Я до сина хочу. Стоять!
SPEAKER_14 | 1:29:6.233 --> 1:29:11.448 |  – Мам, ти чого? – В хату з пустими руками не зайдеш, лиход не водиш!
SPEAKER_08 | 1:29:12.578 --> 1:29:16.882 |  Мам, я до сина хочу. Пішло геть з моєї хати і не повертайся!
SPEAKER_12 | 1:29:28.610 --> 1:29:57.145 |  Я ненавиджу тебе! Як же я тебе ненавиджу! Мама! Мама, допоможи мені! Я не знаю, що мені робити!
SPEAKER_14 | 1:29:58.799 --> 1:30:31.115 |  Ти знаєш. Тобі так здається, що ти не знаєш. Що я можу? Ну, що я можу? Поможи сама собі, Славка. Дочка, поможи. У тебе один син, одне дитя, другого дитя в тебе немає. І не буде вже. Чуєш, заради дитя все можна стерпіти. Вбити когось, красти, самі згинути, а дитя своє врятувати. Славка! Бездіяльність – найстрашніший гріх. Бездіяльність.
SPEAKER_13 | 1:30:34.709 --> 1:30:35.80 |  Де?
SPEAKER_14 | 1:30:37.291 --> 1:30:42.691 |  Ідея. І без лікарства не повертаюся. Пішло!
SPEAKER_20 | 1:30:50.774 --> 1:30:51.112 |  Стій!
SPEAKER_14 | 1:31:6.721 --> 1:31:47.474 |  Мать тебе ще не благословила. Менше, ніж за тисячу, не отдавай. Тут 32 грами срібла і 12 німецьких в житті. Життя, Славка, така штука. Або ти жертвуєш собою, або іншими. Йди. Де, дочіка? Що, мала? Де? Мала. Де?
SPEAKER_26 | 1:31:58.358 --> 1:32:2.864 |  Прости мене, Господи. Прости мене, Господи.
SPEAKER_14 | 1:32:18.338 --> 1:32:31.973 |  Небо і земля, вогонь і вода. Відкритись ворота відтуда і сюди. Червона ріка — жива вода. Чорна ріка — печаль і біда. Не течи сюди, а течи в море чорний великий океан.
SPEAKER_07 | 1:32:31.973 --> 1:32:35.247 |  Внука Володимира кровинку мою тобі не віддам.
SPEAKER_30 | 1:32:39.415 --> 1:32:42.605 |  Є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є-є
SPEAKER_14 | 1:32:43.27 --> 1:33:5.99 |  А ну, пішо воно сюди! Що нам, то й тобі. Прости, Цариця Небесна. Але краще тобі цього не бачити. Владою, володарю світу, ім'ям всіх духів стародавніх. Тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо, тихо,
SPEAKER_32 | 1:33:9.638 --> 1:33:12.659 |  Наказую вам! Захлинаю вас!
SPEAKER_18 | 1:33:19.932 --> 1:33:30.563 |  Накадує, ба! Баба, не знов, знов страшно. Почуємо.
SPEAKER_30 | 1:33:32.639 --> 1:34:4.330 |  Почуй мене. Почуй мене. Почуй мене, Баба Залізна. Почуй мене, Баба Залізна. Баба Залізна, почуй мене. Почуй мене, Баба Залізна. Почуй мене, Баба Залізна. Смерть страшна. Почуй! Почуй!
SPEAKER_14 | 1:34:9.983 --> 1:34:14.843 |  Та безгалізна смерть страшна, що в полі нашому.
SPEAKER_32 | 1:34:14.843 --> 1:34:20.986 |  Урожай збирає! Хай мені підоші стане!
SPEAKER_07 | 1:35:15.931 --> 1:35:22.377 |  Прийди до мене, Баба Залізна. Прийди до мене, Баба Залізна.
SPEAKER_14 | 1:35:25.870 --> 1:35:26.647 |  Замовкніть!
SPEAKER_08 | 1:35:33.565 --> 1:35:35.67 |  Зараз обереге мене Годоя!
SPEAKER_26 | 1:35:45.378 --> 1:36:9.172 |  Прийди до мене, Баба Заліса. Прийди до мене, Баба Заліса. Прийди до мене. Почуй мене. Почуй мене, Баба Заліса. Почуй мене. Почуй мене, Баба. Почуй мене. Почуй мене, Баба Заліса.
SPEAKER_14 | 1:36:36.863 --> 1:36:37.792 |  Ти тут?
SPEAKER_07 | 1:36:41.538 --> 1:36:45.858 |  Сухай, мій запам'ятник. Сухай.
SPEAKER_30 | 1:36:47.798 --> 1:36:53.975 |  Капа залізла. Як? Остає й смерть і смерть.
SPEAKER_14 | 1:36:54.312 --> 1:37:6.698 |  Так і від смерть буде взята жертва моя, Дана. Не приймай, Лона. Жертву чисту не винно. А візьми жертву мною, Дана.
SPEAKER_07 | 1:37:10.107 --> 1:37:14.630 |  Залиш тіло Вовківого і душу.
SPEAKER_14 | 1:37:14.630 --> 1:37:24.29 |  Встань перед моє обличчя Нехай наш договір буде непорушним
SPEAKER_32 | 1:37:32.973 --> 1:37:41.123 |  Ой, ой, Вовка, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой, ой,
SPEAKER_14 | 1:37:46.861 --> 1:37:54.269 |  Візьми мене. Я вже з тобою. Потім. Потім. Потім!
SPEAKER_32 | 1:37:53.729 --> 1:37:58.353 |  Потім! Потім, чуєш? Чотку в Київ піду драхатися!
SPEAKER_15 | 1:37:59.332 --> 1:38:4.546 |  Потім прийду за тобою. От бери, вже очі я здаю! От бери!
SPEAKER_18 | 1:38:3.297 --> 1:38:3.753 |  Дякую!
SPEAKER_15 | 1:38:6.200 --> 1:38:9.35 |  Тобі нічого немає більше? Немає?
SPEAKER_12 | 1:38:9.895 --> 1:38:12.646 |  Прищене, прищене, прищене, прищене, прищене, прищене!
SPEAKER_15 | 1:38:13.237 --> 1:38:15.498 |  Що ти хочеш від мене?
SPEAKER_12 | 1:38:15.498 --> 1:38:21.33 |  Зберігай їх, звідси все! Драку забирайся! Духу ж б твого тут не було!
SPEAKER_15 | 1:38:21.33 --> 1:38:25.471 |  Добре поїдуть, я їх відправлю.
SPEAKER_18 | 1:38:29.15 --> 1:38:33.419 |  Ні, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я не можу, я
SPEAKER_15 | 1:38:30.770 --> 1:38:31.175 |  Субтитрувальниця Оля Шор
SPEAKER_14 | 1:38:32.677 --> 1:38:43.966 |  Я тут голод пережила, німців пережила, радіацію пережила, і тебе, суку, бежимо!
SPEAKER_24 | 1:38:43.966 --> 1:38:47.37 |  Моя земля, поцелуй мене вже!
SPEAKER_18 | 1:38:47.37 --> 1:38:51.509 |  Нєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєєє
SPEAKER_28 | 1:39:4.435 --> 1:39:4.874 |  Баба!
SPEAKER_09 | 1:41:4.973 --> 1:41:28.92 |  Ти скажи ми тебе, це біла я ромашка, чоб на моє середенько, без милого важко. Ти скажи ми тебе, це біла я ромашка, чоб на моє середенько, без милого важко.
SPEAKER_29 | 1:41:30.488 --> 1:41:34.268 |  І все-таки вона є, ота секретна хілка Матро.
SPEAKER_14 | 1:41:35.247 --> 1:41:38.977 |  Звісно. І пролягає просто під нашою хатою.
SPEAKER_29 | 1:41:39.230 --> 1:41:42.301 |  О, а я повсю зоні шукав.
SPEAKER_14 | 1:41:42.588 --> 1:41:44.258 |  Дошукався.
SPEAKER_29 | 1:41:45.102 --> 1:41:46.520 |  А куди ми поїдемо?
SPEAKER_14 | 1:41:46.823 --> 1:41:48.460 |  Кому куди треба.
SPEAKER_29 | 1:41:49.743 --> 1:41:54.940 |  А давай в Київ зботнемось, поки мати не повернулась. А давай.
SPEAKER_30 | 1:41:55.463 --> 1:41:56.240 |  Подивимся, що там.
SPEAKER_29 | 1:41:56.240 --> 1:41:56.662 |  Та м'яка.
SPEAKER_06 | 1:42:25.265 --> 1:43:1.225 |  Після того, як я зник, так мене ніхто не знайшов. Але виявилося, що нарешті моя дружина завагітніла. Вона мчить до мого брата-гінеколога, щоб зробити аборт. Але в останній момент мій брат лякається. У дружини народжується син. Андрійчик, моя справа живе.
SPEAKER_03 | 1:43:14.843 --> 1:44:4.85 |  Для того, щоб прожити ще чотири роки, поміняти трьох жінок, бухати зранку до вечора, жити у невідомо чиїх квартирах, по дачах, по підвалах, опустившись до рівня вокзального бомжа, я кидаю свою дружину і хвору дитину, тікаю від них, тікаю від себе, від Чорнобиля. У зоні мені здається, що я живу на цвинтарі серед нескінчених тисяч могил з минулого. Сучасного і майбутнього Січень Напередодні православного різдва Ранок Трансформаторна будка На залізничному перегоні Я вмираю від переохолодження
SPEAKER_11 | 1:44:18.125 --> 1:45:56.219 |  Я дістала ліки, біжу додому, хвилююся, щоб не було за пізно. Ранок, хуцюр, по двір'я. Сім тридцять дві. На землі лежить мама. Зачесана, вдягнена, ноги з челепа підв'язана, в руках горить свічка. Поруч лежить Вовка. Руки-ноги складені так, ніби він від когось тікає. Змучений, брудний. Я кидаюся до нього, починаю цілувати, кричу йому, Вова, Вовочка, синочок, синочок. А він вже закляк. І я починаю плазувати по двір'ям, мов та змія, який щойно відрубали половину тулуба. Знаходжу казанок, починаю їсти. Мамка нічого давно не варила. І я їм, їм, їм, я виїдаю все. До останнього шматочка, до останнього краплини. І раптом за 22 секунди мені стає так добре, як ніколи в світі ще не було. І я починаю танцювати. Я танцюю, танцюю, танцюю, і раптом посеред двору я знаходжу вхід на стратегічну гілку метро. Моє серце завмирає, і я лечу вниз головою в холодну порожнечу.
SPEAKER_17 | 1:45:59.847 --> 1:46:2.952 |  І все-таки вона є. Ота секретна гілка метро.
SPEAKER_14 | 1:46:3.273 --> 1:46:6.496 |  Звісно. І пролягай просто під нашою хатою.
